Id,Date,Title,Short Description
687733,2023-10-12,Citigroup's board to meet in Singapore for the first time since 2011,Citigroup Inc said on Thursday that its board of directors will meet in Singapore for the first time since 2011 as a show of commitment to the city state.
687703,2023-10-12,Citigroup's board to meet in Singapore for the first time since 2011,Citigroup Inc said on Thursday that its board of directors will meet in Singapore for the first time since 2011 as a show of commitment to the city state.
685737,2023-10-09,Citigroup to sell China consumer wealth business to HSBC,"Citigroup Inc said on Monday it had agreed to sell its China consumer wealth portfolio, including clients, assets under management (AUM) and deposits, to Asia-focused HSBC Holdings Plc ."
684892,2023-10-06,"Citigroup raises Japan stocks to 'neutral,' cuts UK to 'underweight'","Citigroup on Friday upgraded its recommendation on Japanese stocks to ""neutral"" as the country's economy and earnings look resilient, but downgraded British equities to ""underweight"" due to high exposure to fluctuations in oil prices."
683912,2023-10-04,"Citigroup outlines layoff process, reassignments in overhaul -memo","Citigroup managers are reviewing staff rosters to determine by November who will stay in place, be reassigned or laid off during its biggest reorganization in decades, according to a global memo to staff on Wednesday seen by Reuters."
683933,2023-10-04,"REFILE-Citigroup outlines layoff process, reassignments in overhaul -memo","Citigroup has embarked on its biggest reorganization in decades, its managers are reviewing staff rosters to determine by November who will stay in place, be reassigned or laid off, according to a global memo to staff on Wednesday seen by Reuters."
681752,2023-09-29,"Citigroup has 'no room for bystanders' in reorganization, CEO says","Citigroup CEO Jane Fraser said on Friday that top employees were on board with the company's sweeping reorganization, and that there was ""no room for bystanders"" in the bank's biggest overhaul in almost two decades."
681259,2023-09-28,"SEC fines Citigroup, former unit over customer disclosures",Citigroup and a former unit were fined $1.975 million by the U.S. Securities and Exchange Commission on Thursday for making securities recommendations to retail customers without complying with disclosure obligations.
681234,2023-09-28,"SEC fines Citigroup, former unit over customer disclosures",Citigroup and a former unit were fined $1.975 million by the U.S. Securities and Exchange Commission on Thursday for making securities recommendations to retail customers without complying with disclosure obligations.
680717,2023-09-28,Exclusive: HSBC to acquire Citigroup China consumer wealth business -sources,"HSBC is set to acquire Citigroup's China consumer wealth management business, which manages more than $3 billion in assets, two sources with knowledge of the matter said."
678377,2023-09-22,CORRECTED-RPT-UPDATE 1-Citi warns UK staff of cuts as hundreds of roles could be affected - memo,"Citigroup has warned UK-based employees of the likelihood of redundancies as the lender pushes ahead with a sweeping reorganisation, according to a memo seen by Reuters on Friday, a move that could affect hundreds of jobs in the country."
678250,2023-09-22,UPDATE 1-Citi warns UK staff of cuts as hundreds of roles could be affected - memo,"Citigroup has warned UK-based employees of the likelihood of redundancies as the lender pushes ahead with a sweeping reorganisation, according to a memo seen by Reuters on Friday, a move that could affect hundreds of jobs in the country."
678236,2023-09-22,Citi warns UK staff of cuts as hundreds of roles could be affected - memo,"Citigroup has warned UK-based employees of the likelihood of redundancies as the lender pushes ahead with a sweeping reorganisation, according to a memo seen by Reuters on Friday, a move that could affect hundreds of jobs in the country."
678252,2023-09-22,Citi warns UK staff of cuts as hundreds of roles could be affected - memo,"Citigroup has warned U.K-based employees of the likelihood of redundancies as the lender pushes ahead with a sweeping reorganisation, according to a memo seen by Reuters on Friday, a move that could affect hundreds of jobs in the country."
674579,2023-09-15,Citi becomes first digital custodian on BondbloX Bond Exchange,"Citigroup has become the first digital custodian participant of the BondbloX Bond Exchange (BBX), the securities solutions management unit of the global investment bank said on Friday."
674591,2023-09-15,Citi become first digital custodian on BondbloX Bond Exchange,"Citigroup has become the first digital custodian participant of the BondbloX Bond Exchange (BBX), the securities solutions management unit of the global investment bank said on Friday."
674507,2023-09-14,Exclusive-Citigroup starts layoff talks after management overhaul -sources,"As Citigroup embarks on a sweeping reorganization, support staff in compliance and risk management are among the most likely to lose their jobs, according to sources familiar with the situation."
674494,2023-09-14,Citigroup starts layoff talks after management overhaul -sources,"As Citigroup embarks on a sweeping reorganization, support staff in compliance and risk management are among the most likely to lose their jobs, according to sources familiar with the situation."
673895,2023-09-14,Citi obtains approvals to trade commodity futures on China onshore futures bourses ,Citigroup said on Thursday its China unit had received approvals which will allow the bank to help qualified foreign investors to trade locally-listed commodity futures.
673710,2023-09-13,Citigroup's business heads in revamped structure,"Citigroup announced a major reorganization on Wednesday that trims management layers, giving CEO Jane Fraser more direct oversight over its businesses as she aims to boost its profit and share price."
673711,2023-09-13,Citigroup CEO Jane Fraser pushes biggest overhaul in almost two decades,"Citigroup chief executive Jane Fraser's move on Wednesday to strip out a layer of top management, cull jobs and take more control of key businesses marks her boldest move yet to simplify the Wall Street giant and boost its share price."
673571,2023-09-13,"Citigroup CEO sets sweeping management changes, job cuts",Citigroup will strip out a layer of management and cut jobs in a sweeping reorganization that will give CEO Jane Fraser more direct control as she seeks to simplify the Wall Street giant and boost its stock.
673445,2023-09-13,REFILE-Citigroup CEO makes sweeping management changes to simplify bank,Citigroup CEO Jane Fraser announced a major management reorganization that will give her more direct oversight over its businesses as she seeks to simplify the bank.
672771,2023-09-12,"Wealthy families pile into bonds, private equity while shedding stocks - Citi","Wealthy families loaded up on bonds and private equity investments in the first half of the year while slashing their stock exposure, according to a survey by Citigroup's private bank."
672748,2023-09-12,"Wealthy families pile into bonds, private equity while shedding stocks - Citi","Wealthy families loaded up on bonds and private equity investments in the first half of the year while slashing their stock exposure, according to a survey by Citigroup's private bank."
666348,2023-08-29,US SEC accuses Citigroup of record-keeping violations related to underwriting expenses,The U.S. Securities and Exchange Commission on Tuesday issued a cease-and-desist order against Citigroup Global Markets Inc over accusations the company's underwriting business willfully violated record-keeping requirements.
666329,2023-08-29,US SEC accuses Citigroup of record-keeping violations related to underwriting expenses,The U.S. Securities and Exchange Commission on Tuesday issued a cease-and-desist order against Citigroup Global Markets Inc over accusations the company's underwriting business willfully violated record-keeping requirements.
664304,2023-08-24,Citi buys stake in Peruvian foreign exchange fintech,"Citigroup has acquired a stake in Peruvian foreign exchange startup Rextie, its first fintech investment in Latin America."
662362,2023-08-21,Citi mulls plan to split Institutional Clients Group in overhaul- FT,"Citigroup CEO Jane Fraser is considering a plan to disband the bank's biggest division, the Financial Times reported on Monday."
662374,2023-08-21,Citi considers plan to disband its biggest division in overhaul- FT,"Citigroup chief executive Jane Fraser is considering a plan to disband the bank's biggest division, the Financial Times reported on Monday."
661577,2023-08-17,Citibank subpoenaed over US House probe into alleged data sharing with FBI,Banking group Citibank was subpoenaed on Thursday by Republican-led U.S. House of Representatives Judiciary Committee Chair Jim Jordan for a congressional probe into alleged data sharing by banks with the FBI.
661532,2023-08-17,Citibank subpoenaed over US House probe into alleged data sharing with FBI,Banking group Citibank was subpoenaed on Thursday by Republican-led U.S. House of Representatives Judiciary Committee Chair Jim Jordan for a congressional probe into alleged data sharing by banks with the FBI.
661580,2023-08-17,Citibank subpoenaed over US House probe into alleged data sharing with FBI,Banking group Citibank was subpoenaed on Thursday by Republican-led U.S. House of Representatives Judiciary Committee Chair Jim Jordan for a congressional probe into data sharing by banks with the FBI.
661012,2023-08-16,UPDATE 1-Citi hires Schlosser Ryan from Perella Weinberg for consumer & retail dealmaking,"Citigroup Inc has hired investment banker Stacia Schlosser Ryan from boutique advisory firm Perella Weinberg Partners as its new global co-head of consumer & retail banking, capital markets & advisory (BCMA)."
660942,2023-08-16,Citi hires Schlosser Ryan from Perella Weinberg for consumer & retail dealmaking,"Citigroup Inc has hired investment banker Stacia Schlosser Ryan from boutique advisory firm Perella Weinberg Partners as its new global co-head of consumer & retail banking, capital markets & advisory (BCMA)."
655915,2023-08-04,Citigroup expects to pay up to $1.5 billion to help refill FDIC fund,"Citigroup said on Friday it expects a pretax charge of up to $1.5 billion to replenish a government deposit insurance fund, once rules are finalized."
655434,2023-08-04,Citigroup's Asia family office clients poised to grow 25% in 2023,"Citigroup's Asia family office business expects a 25% increase in clients this year, the U.S. bank's regional head of its family office advisory business said, as Singapore and Hong Kong vie to attract more wealth."
655420,2023-08-04,Citigroup's Asia family office clients poised to grow 25% in 2023,"Citigroup's Asia family office business expects a 25% increase in clients this year, the U.S. bank's regional head of its family office advisory business said, as Singapore and Hong Kong vie to attract more wealth."
649305,2023-07-20,Judge throws out Citigroup ex-trader's lawsuit tied to foreign exchange probe,"A U.S. judge threw out a $112 million lawsuit by a former senior London-based trader for Citigroup , who accused the bank of falsely implicating him in a criminal probe into foreign exchange price fixing after firing him."
648302,2023-07-19,"Consolidation in wealth management industry to accelerate, Citi survey finds","Consolidation within the global wealth management sector will speed up while managers continue to face regulatory challenges, a report based on a global survey by Citigroup showed."
648276,2023-07-19,"Consolidation in wealth management industry to accelerate, Citi survey finds","Consolidation within the global wealth management sector will speed up while managers continue to face regulatory challenges, a report based on a global survey by Citigroup showed."
646360,2023-07-14,Citigroup profits drop less than expected as interest income offsets trading slump,Citigroup beat analysts' estimates for second-quarter profit on Friday as higher interest payments from borrowers partly countered a blow to its Wall Street businesses from a slump in trading.
646384,2023-07-14,Citigroup profit drops 36% as trading slump casts cloud over earnings,Citigroup's profit tumbled 36% in the second quarter as weakness in the Wall Street bank's trading business blunted gains from its personal banking and wealth management unit.
646190,2023-07-14,Mexico govt no longer interested in buying Citigroup's local retail unit,"The Mexican government is no longer interested in purchasing Citigroup's local retail arm, known as Banamex, a government spokesperson said on Thursday, adding that the U.S. bank ""chose a different path"" for its unit."
646176,2023-07-14,Mexico govt no longer interested in buying Citigroup's local retail unit,"The Mexican government is no longer interested in purchasing Citigroup's local retail arm, known as Banamex, a government spokesperson said on Thursday, adding that the U.S. bank ""chose a different path"" for its unit."
646191,2023-07-14,Mexico govt no longer interested in buying Citigroup's local retail unit,"The Mexican government is no longer interested in purchasing U.S. Citigroup's local retail unit, known as Banamex, a government spokesperson said on Thursday, adding that the bank ""chose a different path"" for the sale. (Reporting by Valentine Hilaire)"
644505,2023-07-11,"Citi banker not joining Spain's Naturgy as CEO, sources say","Ignacio Gutierrez-Orrantia, one of Citigroup's top bankers in Europe, will remain at the bank, sources familiar with the matter told Reuters on Tuesday, following media reports that he was set to join Spanish power utility Naturgy as CEO."
644344,2023-07-11,MOVES-Citi appoints Flavio Figueiredo global head of foreign exchange,"Citi has appointed Flavio Figueiredo as global head of foreign exchange, the bank said on Tuesday."
635945,2023-06-22,Citi will hold employees 'accountable' for office attendance -statement,"Citigroup will start holding employees ""accountable"" for compliance with hybrid work model rules, the bank said in a statement on Thursday."
635888,2023-06-22,Citi will hold employees 'accountable' for office attendance -statement,"Citigroup will start holding employees ""accountable"" for compliance with hybrid work model rules, the bank said in a statement on Thursday."
631525,2023-06-14,"Citi CFO says 1,600 job cuts will boost second-quarter expenses","Citigroup Inc in the second quarter will book severance costs associated with around 1,600 job cuts, Chief Financial Officer Mark Mason said on Wednesday."
628748,2023-06-08,MOVES-Citigroup names Arduini as interim head of forex exchange -memo,"Citigroup Inc has named Leo Arduini, its COO of markets, as interim head of foreign exchange effectively immediately, according to a memo seen by Reuters."
628750,2023-06-08,MOVES- Citigroup names Arduini as interim head of forex exchange -memo,"Citigroup Inc has named Leo Arduini, its COO of markets, as interim head of foreign exchange effectively immediately, according to a memo seen by Reuters."
628278,2023-06-08,UPDATE 1-MOVES-Citi announces key appointments in ASEAN region,"Citigroup Inc on Thursday announced the appointments of Raymond Lim and Shawn Khong Hsiu-Mun as head of corporate finance for ASEAN and the country head of Citi Commercial Bank Malaysia, respectively."
627571,2023-06-07,Citigroup CEO pledges to Beijing to continue China expansion,"Citigroup's CEO Jane Fraser said the bank will continue to expand its business in China during her first visit to the country this week as the U.S. firm's chief, amid Beijing's push to attract more foreign capital."
626070,2023-06-02,"Citigroup CEO says Mexico IPO is best for shareholders, other sales going well","Citigroup Inc CEO Jane Fraser said scrapping the sale of its Mexican retail business, known as Banamex, and pursuing an initial public offering (IPO) was in the best interest of shareholders."
614162,2023-06-01,Citigroup hires former UBS banker for energy dealmaking - memo,"Citigroup Inc has hired former UBS Group AG banker Dan Ford as a vice chairman within the natural resources and clean energy transition group of its investment bank, according to an internal memo seen by Reuters on Thursday."
619494,2023-06-01,Citigroup hires former UBS banker for energy dealmaking,"Citigroup Inc has hired former UBS Group AG banker Dan Ford as a vice chairman within the natural resources and clean energy transition group of its investment bank, according to an internal memo seen by Reuters on Thursday."
619088,2023-05-31,"Exclusive: Mexico mulls benefits of Banamex purchase, eyes synergies with state bank","Mexico is evaluating whether buying Citigroup Inc's Mexican consumer unit would help boost financial inclusion, potentially in combination with a state-run bank such as the Banco del Bienestar, a top finance ministry official said."
617835,2023-05-26,Mexico president eyes 'half' of Citi unit amid IPO plan,Mexican President Andres Manuel Lopez Obrador on Friday said the government could acquire up to half of the Mexican unit of Citigroup after the U.S. bank announced plans this week to pursue an initial public offering of the business.
613094,2023-05-24,UPDATE 1-Citigroup weighs dual listing for Mexico unit after scrapping sale,"Citigroup Inc is considering a dual stock listing for its Mexican retail unit, known as Banamex, after it abandoned a sale process, according to three sources familiar with the matter."
616532,2023-05-24,Mexico president says does not rule out buying part of Citi unit Banamex,"Mexican President Andres Manuel Lopez Obrador said on Wednesday he does not rule out the possibility of the government stepping in to buy a part of U.S. bank Citigroup's local retail unit, adding the government would have up to $3 million at its disposal."
613095,2023-05-24,Citigroup weighs dual listing for Mexico unit after failed sale,"Citigroup Inc is considering a dual stock listing for its Mexican retail unit, known as Banamex, after it abandoned a sale process, according to three sources familiar with the matter."
616525,2023-05-24,"Citigroup scraps Mexico unit sale, will pursue IPO instead","Citigroup Inc scrapped a $7-billion sale of its Mexican consumer unit and will list it instead, in a surprise move that delays the bank's overhaul and will likely feed into investor anxiety about the country's leftist president."
616594,2023-05-23,Mexico government open to buying Citigroup's Banamex,"Mexican President Andres Manuel Lopez Obrador's administration is studying the possibility of buying a majority of shares in Citigroup's local retail unit known as Banamex, according to a government statement published on Tuesday."
614742,2023-05-16,Barclays technology banker joins Citigroup,"Ed Wehle, a senior Barclays Plc technology banker, has resigned to join U.S. rival Citigroup Inc in New York, according to an internal memo seen by Reuters, adding to an exodus of top investment bankers from the London-based bank."
614629,2023-05-16,Mexican president: 'No problem' if Grupo Mexico buys Citi's Banamex unit,"Negotiations over the sale of Citigroup Inc's Mexican retail bank Citibanamex are ""going really well"" and the government is upbeat about conglomerate Grupo Mexico's possible purchase, President Andres Manuel Lopez Obrador said Tuesday."
612528,2023-05-16,MOVES-Citi appoints Sharad Mohan as Singapore's head of international personal bank,"Citi has appointed Sharad Mohan as its head of international personal bank, Singapore, the banking group said on Tuesday."
611701,2023-05-11,Grupo Mexico nearing $7 billion deal for Citi's Banamex unit - source,"Conglomerate Grupo Mexico is set to buy Citigroup Inc's retail banking operations in Mexico for about $7 billion in a deal that could be announced as early as this week, according to a person familiar with the matter."
621197,2023-05-11,Grupo Mexico nearing $7 bln deal for Citi's Banamex unit -source,"Conglomerate Grupo Mexico is set to buy Citigroup Inc's retail banking operations in Mexico for about $7 billion in a deal that could be announced as early as this week, according to a person familiar with the matter."
611732,2023-05-11,REFILE-Grupo Mexico nearing $7 bln deal for Citi's Banamex unit -source,"Conglomerate Grupo Mexico is set to buy Citigroup Inc's retail banking operations in Mexico for about $7 billion in a deal that could be announced as early as this week, according to a person familiar with the matter."
608619,2023-04-27,"Citigroup's global head of currencies, Staley, to leave bank - memo","Citigroup Inc's global head of foreign exchange, Stuart Staley, is leaving the bank and an interim head will be named in the coming weeks, according to an internal memo seen by Reuters. Staley, who joined Citigroup in New York in 2004, was appointed global head of FX in..."
624118,2023-04-27,"Citigroup's global head of currencies, Staley, to leave bank","Citigroup Inc's global head of foreign exchange, Stuart Staley, is leaving the bank and an interim head will be named in the coming weeks, according to an internal memo seen by Reuters."
607908,2023-04-26,Citigroup appoints Mark Woodruff as Australia CEO - statement,"Citigroup has appointed Mark Woodruff as its Australian chief executive, the bank said in a statement on Wednesday."
607358,2023-04-24,"Citigroup's Asia Q1 wealth revenue jumps 20% amid new clients, investment gains","Citigroup's Asia wealth revenue surged 20% in the first quarter of 2023, backed by investment gains, insurance revenue and a jump in new private banking clients, according to a company spokesperson."
606372,2023-04-19,"Citigroup hikes 2023 global growth forecast, sees US recession only in Q4","Citigroup raised its 2023 global economic growth forecast to 2.4%, citing ""solid"" performance in the United States, euro area and China, and also pushed out its expectation for a U.S. recession to the fourth quarter of the year."
605512,2023-04-14,Citigroup bets on ex-BofA exec Andy Sieg's connections to revamp wealth unit,"Citigroup Inc's hiring of Andy Sieg, the incoming head of its wealth management unit, underscores the lender's ambitions in the business as well as the uphill climb it faces in gaining share in a competitive market."
605369,2023-04-14,Citigroup profit climbs on higher interest income,Citigroup Inc posted a rise in first-quarter profit on Friday as it earned more from borrowers paying interest on loans.
604548,2023-04-11,Citi's veteran M&A chief Mark Shafir to retire,"Mark Shafir, one of Citigroup Inc's top dealmakers, is retiring after a career spanning over three decades during which he advised some of the world's largest corporations on several landmark deals."
604483,2023-04-11,UPDATE 1-Citi's veteran M&A chief Mark Shafir to retire ,"Citigroup Inc's top dealmaker and global co-head of mergers and acquisitions, Mark Shafir, plans to retire after nearly 15 years, according to an internal memo seen by Reuters on Tuesday."
604488,2023-04-11,Citi's global M&A head Mark Shafir to retire after 15 years,"Citigroup Inc's top dealmaker and global co-head of mergers and acquisitions, Mark Shafir, plans to retire after nearly 15 years, according to an internal memo seen by Reuters on Tuesday. (Reporting by Mehnaz Yasmin in Bengaluru; Editing by Devika Syamnath)"
600070,2023-03-23,"Citigroup downgrades European Banks, sees STOXX 600 little changed by year-end","Citigroup downgraded Europe's banking sector, warning the rapid pace of interest rate hikes will further weigh on economic activity and lenders' profits, and said it expects the region-wide equities index to remain near current levels by the end of the year."
599978,2023-03-23,Citigroup CEO says 'this is not a credit crisis' after US bank failures,Citigroup Inc Chief Executive Officer Jane Fraser expressed confidence in the U.S. banking system after a series of U.S. bank failures rattled investors and fueled turmoil across global financial markets.
599575,2023-03-21,MOVES-Citigroup's administrative chief Karen Peetz to retire -memo,"Karen Peetz, a senior executive overseeing Citigroup Inc's transformation efforts to tackle regulatory consent orders, is retiring, a memo seen by Reuters said."
599578,2023-03-21,MOVES-Citigroup's administrative chief Karen Peetz to retire -memo,"Karen Peetz, a senior executive overseeing Citigroup Inc's transformation efforts to help the bank tackle regulatory consent orders, is retiring, a memo seen by Reuters said."
595726,2023-03-09,Citigroup to recalibrate investment banking workforce as required - Bloomberg News,"Citigroup Inc's chief financial officer Mark Mason said that the lender would adjust its investment banking headcount as necessary, Bloomberg News reported on Wednesday."
595732,2023-03-08,UPDATE 1-Citigroup's finance chief sees mild US recession in late 2023,"Citigroup Inc Chief Financial Officer Mark Mason told investors on Wednesday he expected the Federal Reserve to stay committed to its fight against inflation, paving the way for higher U.S. interest rates and a ""mild recession"" in the latter half of this year."
595669,2023-03-08,Citigroup CFO sees Fed remaining 'resolute' in inflation fight,"Citigroup Inc Chief Financial Officer Mark Mason told investors on Wednesday that he expected the Federal Reserve to remain ""resolute"" in its fight against inflation, paving the way for higher interest rates and a mild recession in the latter half of this year. (Reporting..."
594033,2023-03-02,Citigroup to lay off less than 1% of staff - source,"Citigroup Inc is laying off less than 1% of its workforce, excluding its remediation team working on a consent order, people familiar with the matter said on Thursday."
593980,2023-03-02,Citibanamex faces exodus of customers as sale looms,"Nearly 1 million customers of Citigroup Inc's retail unit in Mexico have deactivated their accounts since it was put up for sale last January, according to official government data, although it is unclear whether the looming sale is the cause."
593426,2023-03-01,MEDIA-Citigroup clients are shifting supply chains away from China - Bloomberg News,-- Note: Reuters has not verified this story and does not vouch for its accuracy
593364,2023-03-01,UOB completes deal for Citi's Vietnam consumer banking business,"Citigroup said on Wednesday that it had completed the sale of its Vietnam retail banking and consumer credit card businesses to Singapore's United Overseas Bank in a transaction expected to result in a ""modest regulatory capital benefit""."
592718,2023-02-27,Citigroup expects $190 million of costs tied to Russia wind-down,"Citigroup Inc said on Monday it was expecting $190 million of costs tied to winding down its consumer and institutional banking business in Russia, as of the end of last year."
592720,2023-02-27,Citigroup expects $190 mln of costs tied to Russia wind-down,"Citigroup Inc said on Monday it was expecting $190 million of costs tied to winding down its consumer and institutional banking business in Russia, as of the end of last year. (Reporting by Niket Nishant in Bengaluru; Editing by Sonia Cheema)"
591327,2023-02-21,Citigroup increases CEO Fraser's 2022 pay to $24.5 million,"Citigroup increased Chief Executive Officer Jane Fraser's compensation by nearly 9% to $24.5 million for 2022, the lender said in a filing on Tuesday."
590270,2023-02-16,"Citigroup's former Europe, investment bank chief Alberto Verme dies ","Alberto Verme, a Citigroup Inc veteran of nearly three decades who had managed the company's European division and global investment bank, has died, according to an internal memo seen by Reuters."
590116,2023-02-16,UPDATE 1-Citigroup seeing rebound in wealth management activity in Asia,"Citigroup Inc is seeing a boost to client activity in its wealth management business in Asia, a top executive at the lender said at a conference on Thursday."
