Id,Date,Title,Short Description
331965,2021-05-21,Difference between AT&T and Comcast: deal hubris,"AT&T (T.N) and Comcast (CMCSA.O) have something in common. Both U.S. firms used big acquisitions to somersault from piping data to people&rsquo;s homes and cellphones into making and distributing film and TV. Now AT&T is U-turning, ditching Time Warner in a merger with Discovery (DISCA.O) announced on Monday. Comcast is humming along just fine with NBC Universal. That&rsquo;s because there are also big differences between the two."
316455,2021-05-20,One million U.S. households sign up for broadband subsidy -FCC,"More than 1 million U.S. households have signed up to take part in a temporary $3.2 billion broadband subsidy program created by Congress in December, the Federal Communications Commission said on Thursday."
318774,2021-05-20,WarnerMedia&rsquo;s leading man springs a pay trap,"AT&T (T.N) may rue its generosity. The package it awarded Jason Kilar last May to run its media division was too handsome and one reason why shareholders voted to reject the U.S. telecom&rsquo;s compensation plan at its annual meeting last month. Now that the company is merging Kilar&rsquo;s empire with rival Discovery (DISCA.O), the two firms will need to decide what to do with their leading man. All options could prove costly, in different ways."
331982,2021-05-20,"Viewsroom: AT&T&rsquo;s second breakup, Asian super-apps","The telephone company&rsquo;s deal with Discovery, the reversal of a failed strategy to become a media juggernaut, opens a window into streaming warfare; and the creation of Southeast Asia do-everything internet group GoTo is a prelude of more to come. Plus, no Davos in Singapore."
331981,2021-05-20,Hollywood says &lsquo;the big screen is back&rsquo; to rally movie-goers,"Hollywood movie studios on Wednesday promised a summer of high-octane car chases, epic explosions and edge-of-your-seat scares to lure crowds back to cinemas after they were devastated by extended closures during the coronavirus pandemic."
316466,2021-05-19,HBO Max's ad-supported service to debut in June at $9.99,"HBO Max will debut its ad-supported subscription plan priced at $9.99 a month in the first week of June, the AT&T Inc-owned (T.N)
                 streaming platform said on Wednesday."
330152,2021-05-18,Discovery extends CEO contract through 2027 after AT&T deal,"Discovery Inc (DISCA.O) extended Chief Executive Officer David Zaslav's employment contract through Dec. 31, 2027, as he is expected to lead the proposed new company to be created by combining media assets with AT&T Inc (T.N)."
331990,2021-05-18,Capital Calls: A tale of two break fees,Concise insights on global finance.
321817,2021-05-18,Stocks mostly slip; dollar touches lowest since late February,"Wall Street stocks fell on Tuesday, with technology shares turning lower in late trading, while the U.S. dollar touched its lowest level since late February."
316474,2021-05-18,"Univision to court advertisers with 24/7 news channel, new tools to target ads","Univision Communications [RIC:RIC:UVN.UL], the largest Spanish-language media company in the United States, says advertisers have overlooked Hispanic American audiences for far too long, and it  will announce new programming and features on Tuesday to draw more marketers to Univision and its audience."
322403,2021-05-18,French broadcasters close ranks with anti-Netflix merger,"France's two biggest private broadcasters are closing ranks to fend off the meteoric rise of U.S. streaming platforms, hoping the desire for a national champion that can take on global video-on-demand giants will trump domestic antitrust concerns."
331997,2021-05-18,Capital Calls: Capex concerns return to haunt telcos,Concise insights on global finance.
330158,2021-05-17,AT&T-Discovery deal puts pressure on streaming video rivals,AT&T Inc's (T.N) $43 billion deal on Monday to spin out its WarnerMedia business and combine it with Discovery Inc (DISCA.O) was among the most ambitious yet in the streaming era. Media bankers and analysts said it will not be the last.
318797,2021-05-17,"How a golf tournament led to the merger of Discovery, WarnerMedia",It all started with two friends commiserating.
309572,2021-05-17,"Wall St ends lower, pulled down by tech stocks","Wall Street stocks ended lower on Monday, weighed down by tech shares as signs of growing inflation worried investors about the potential for tighter monetary policy."
330162,2021-05-17,AT&T's biggest deals over the last decade,"AT&T Inc (T.N) spent billions of dollars over the last few years buying media assets, including Time Warner and DirecTV as it looked for growth beyond an increasingly competitive cellular market."
316478,2021-05-17,"Analysis: AT&T, Discovery deal highlights media&rsquo;s thirst to be like Netflix","Since AT&T bought Time Warner in 2018 to compete with Netflix and Disney, the world of streaming video has only gotten more cutthroat."
322395,2021-05-17,"FACTBOX-Amazon-MGM, AT&T-Discovery deals open next phase of streaming content battle",Amazon.com Inc's plans to buy Hollywood studio MGM for $8.45 billion is expected to provide a major boost for its Prime Video streaming service to compete with the likes of Netflix Inc and Walt Disney Co's Disney+. An intensifying competition for streaming has led media...
316477,2021-05-17,AT&T set to end media voyage with $43 bln Discovery deal,"AT&T (T.N), owner of HBO and Warner Bros studios, and Discovery (DISCA.O), home to lifestyle TV networks such as HGTV and TLC, said they will combine their content to form a standalone global entertainment and media business."
332005,2021-05-16,"AT&T hits on smart strategy: be kind, unwind","AT&T&rsquo;s (T.N) purchase of Time Warner in 2018, which spliced together telecommunications and TV programming, was an example of looney-tunes logic. Chief Executive John Stankey has a chance to try and put it right. A possible combination of AT&T&rsquo;s media assets with Discovery (DISCA.O) could give the U.S. telecom group focus, and let Stankey distance himself from past mistakes &ndash; including his own."
316487,2021-05-16,AT&T close to deal to combine media empire with Discovery-reports,"U.S. telecoms giant AT&T Inc (T.N) is nearing a deal to combine its media assets, including CNN and HBO, with Discovery Inc (DISCA.O), the owner of lifestyle TV networks such as HGTV and TLC, according to news reports citing unnamed sources."
316517,2021-05-11,How much did Marvel heroes help lift Disney+? Answer due Thursday,"With Walt Disney Co (DIS.N) theme park operations limited due to the coronavirus pandemic, investors watching the company report earnings on Thursday are expected to zero in on its fast growth into streaming TV."
306937,2021-05-11,Tech giants join call for funding U.S. chip production,"Some of the world's biggest chip buyers, including Apple Inc (AAPL.O), Microsoft Corp (MSFT.O) and Alphabet Inc's (GOOGL.O) Google, are joining top chip-makers such as Intel Corp (INTC.O) to create a new lobbying group to press for government chip manufacturing subsidies."
332029,2021-05-11,Capital Calls: South Korean deals tell tall tales,Concise insights on global finance.
316535,2021-05-06,AMC expects people to return to theaters as vaccine rollout gathers pace,AMC Entertainment Holdings (AMC.N) said on Thursday its business was expected to improve in the coming months as the mass rollout of COVID-19 vaccines draws moviegoers back to the cinema chain's theaters.
316547,2021-05-04,Conan O&rsquo;Brien to put his eponymous late night show to bed on June 24,"Late-night talk show host Conan O'Brien will host his long-running nightly TBS ""Conan"" talkshow for the last time on June 24, WarnerMedia said on Monday, ahead of his shift to a new show on HBO Max."
332880,2021-04-30,AT&T shareholders vote against approving executive compensation,"AT&T Inc (T.N) shareholders on Friday voted against a measure to approve executive compensation, according to preliminary voting results from the company's annual meeting."
304045,2021-04-29,U.S. will launch $3.2 billion temporary broadband subsidy May 12,The Federal Communications Commission said it will launch on May 12 a temporary $3.2 billion program to provide lower-income Americans with discounts on monthly internet service and on purchasing laptops or tablet computers.
304052,2021-04-28,WarnerMedia plans to price HBO Max with ads at $9.99 a month - CNBC,"WarnerMedia is planning to price an advertising-supported version of its HBO Max video streaming service, set to launch in June, at $9.99 per month, CNBC reported on Wednesday, citing people familiar with the matter."
332064,2021-04-28,Mexico data protection body to challenge biometric data registry at Supreme court,"Mexico's data protection body plans to challenge a controversial new law that requires telecoms companies to gather user biometric data, saying it will argue before the Supreme Court that it violates privacy rights."
332071,2021-04-26,"Disney&rsquo;s Searchlight studio takes top Oscar, Netflix still waiting","Walt Disney Co's (DIS.N) Searchlight Pictures won the best picture trophy for ""Nomadland"" at the Oscars on Sunday, the fourth time in eight years the studio has collected the film industry's most prestigious honor."
332882,2021-04-26,Daniel Kaluuya wins Oscar for 'Judas and the Black Messiah',"LOS ANGELES, April 25 (Reuters) - British actor Daniel"
251733,2021-04-22,U.S. stocks close down on news of Biden tax proposal,"U.S. stocks dived on Thursday on reports President Joe Biden planned to almost double the capital gains tax, news analysts said provided an excuse to take profits in a directionless market ahead of big tech's earnings next week."
216803,2021-04-22,AT&T beats revenue estimates as reopening helps phone sales,AT&T Inc (T.N) beat Wall Street revenue targets as the reopening of the U.S. economy following pandemic-linked restrictions boosted smartphone sales and the media business.
216882,2021-04-21,"Pfizer, unions, others donated $61.8 mln for Biden's inaugural","U.S. President Joe Biden raised $61.8 million for his inauguration events, receiving large contributions from corporations, labor unions and wealthy individuals, according to a financial disclosure."
216895,2021-04-21,"Dish gets Amazon on board to build 5G network, to launch in Las Vegas",Dish Network (DISH.O) on Wednesday signed a deal with Amazon (AMZN.O) to build its 5G network on Amazon Web Services' (AWS) cloud platform and said it will launch its first network in the United States in Las Vegas later this year.
216900,2021-04-21,Verizon loses more-than-expected wireless subscribers,Verizon Communications Inc (VZ.N) said on Wednesday it lost more wireless subscribers than expected during the first quarter as it battled intense competition from T-Mobile US Inc (TMUS.O) and AT&T Inc (T.N) to attract customers.
332888,2021-04-20,Mexican judge moves to block personal data from biometric cellphone registry,A Mexican judge on Tuesday blocked part of a federal telecommunications law requiring cellphone users to give telecom providers their personal data for a biometric registry.
216917,2021-04-20,"Netflix subscriber growth slows after pandemic boom, shares fall 11%","Netflix Inc (NFLX.O) said slower production of TV shows and movies during the pandemic hurt subscriber growth in the first quarter, sending shares of the world's largest streaming service down 11% on Tuesday."
216944,2021-04-20,"5G spending in spotlight for AT&T, Verizon quarterly results","When AT&T Inc (T.N) and Verizon Communications Inc (VZ.N) report their first-quarter results this week, investors will look for clarity on capital spending and margin pressures as wireless carriers shell out billions to upgrade their networks to 5G."
337070,2021-04-15,Verizon to launch 5G internet for businesses in 21 U.S. cities,"Verizon Communications Inc (VZ.N), one of the largest U.S. telecom companies, said on Thursday it will launch 5G internet for businesses in 21 U.S. cities this month, expanding its presence from Chicago, Houston and Los Angeles."
282327,2021-04-12,"Factbox: Biden jobs plan includes $50 bln for chips research, manufacturing","President Joe Biden's $2 trillion infrastructure investment package includes $300 billion to boost the struggling U.S. manufacturing sector, including $50 billion for semiconductor production and research, the White House said on Monday."
217503,2021-04-12,"Corporate leaders plan new push on U.S. voting rights, will reconsider campaign donations","Most CEOs on a call to discuss a new push against U.S. state voting restrictions said in a poll they will reassess donating to candidates who fail to support voting rights, while many will consider holding back investments in states that restrict voting access, according to people familiar with the matter."
217524,2021-04-09,White House convening summit with top execs on chip shortage,"Almost 20 major companies worried about a global semiconductor chip shortage that has roiled the automotive industry will send senior executives to a White House summit Monday, a senior official said on Friday."
252758,2021-04-08,Sumeru Equity leads $100 mln funding in Canada-based Tasktop,Tasktop Technologies Inc said on Thursday it had raised $100 million in a funding round led by technology-focused private equity firm Sumeru Equity Partners.
332901,2021-04-05,ViacomCBS to buy Chilevision from WarnerMedia in Latin America push,"ViacomCBS Inc (VIAC.O) said on Monday it had agreed to buy broadcaster Chilevision from AT&T Inc-owned (T.N) WarnerMedia for an undisclosed sum, as the media giant looks to boost its streaming audience in Latin America."
332902,2021-04-01,More than 300 companies participate in internet subsidy program -- U.S. agency,"The Federal Communications Commission said Thursday that it had approved 319 companies, including AT&T Inc (T.N) and Comcast Corp (CMCSA.O) -- to participate in a temporary $3.2 billion program funded by Congress to provide lower-income Americans with discounts on monthly internet service and on purchasing laptops or tablet computer."
332929,2021-03-17,AT&T halting some free data services in response to California law,"AT&T Inc (T.N) said Wednesday it will halt some free data services in response to a California net neutrality law, the latest flashpoint in an ongoing debate over internet rules."
332938,2021-03-12,AT&T raises subscriber forecast for HBO Max as streaming booms,"AT&T Inc (T.N) said on Friday it expects up to 150 million global subscribers for its video services HBO Max and HBO, and $15 billion in revenue for the businesses by the end of 2025, as more people turn to cheaper streaming services for entertainment."
320241,2021-03-09,Republican donations surge despite corporate boycott after Capitol riots,"Right after the deadly insurrection at the U.S. Capitol, dozens of U.S. companies announced they would halt political donations to the 147 Republican lawmakers who voted to overturn Donald Trump&rsquo;s presidential election loss. Two months later, there is little sign that the corporate revolt has done any real damage to Republican fundraising."
332950,2021-03-05,Former AT&T chief Stephenson joins Walmart board,Walmart Inc (WMT.N) said on Friday it had appointed former AT&T Inc (T.N) Chief Executive Officer Randall Stephenson to its board. 
332949,2021-03-05,"U.S. SEC charges AT&T, executives with leaking information to analysts",The U.S. Securities and Exchange Commission on Friday sued AT&T Inc (T.N) and three executives for allegedly disclosing nonpublic information to research analysts to avoid falling short of quarterly expectations in 2016.
256669,2021-02-25,AT&T to sell minority stake in DirecTV to buyout firm TPG Capital,"Wireless carrier AT&T Inc (T.N) said on Thursday it will sell about a third of its stake in satellite TV unit DirecTV to buyout firm TPG Capital in a deal that values the business at $16.25 billion, well below the $68 billion it paid for the asset less than six years ago."
256769,2021-02-25,Employee coaching firm BetterUp valuation hits $1.73 bln in latest fund raise,"Employee coaching service provider BetterUp said on Thursday it raised $125 million, taking its valuation to $1.73 billion."
332968,2021-02-24,"Washington, D.C. attorney general sues AT&T, alleging overcharges","Washington, D.C., Attorney General Karl Racine filed a lawsuit against AT&T Mobility National Accounts, alleging that the company overcharged the city millions of dollars for cellphone and internet services, Racine's office said in a statement on Wednesday."
257863,2021-02-17,U.S. ITC to investigate Ericsson complaint against Samsung over 5G wireless equipment,The U.S. International Trade Commission (ITC) said on Tuesday it would open an investigation after Ericsson (ERICb.ST) claimed Samsung Electronics Inc (005930.KS) had infringed on some of its patents in 4G and next generation 5G wireless cellular communications infrastructure systems.
332982,2021-02-16,"Kidnap capital Mexico eyes biometric phone registry, sparking privacy fears","A plan by Mexican lawmakers to put millions of cell phone users' data in a biometric registry, billed as a tool to fight kidnapping and extortion, has sparked a backlash from telecoms companies and rights groups who warn it could lead to stolen data and higher costs.     "
333003,2021-02-09,Golf-Johnson withdraws from AT&T Pebble Beach Pro-Am to rest,"World number one Dustin Johnson, fresh off his triumph at the  European Tour's Saudi International, has withdrawn from this week's AT&T Pebble Beach Pro-Am, his manager said on Tuesday."
258756,2021-02-09,Analysis: Can you buy a Tesla with bitcoin? How the payments might work,"Tesla Inc (TSLA.O) expects to allow customers to pay for its electric vehicles with bitcoin soon, the automaker said on Monday , a move that could expand how the most popular cryptocurrency is used for real-world transactions."
259158,2021-02-04,CNN President Jeff Zucker to step down at year's end,"CNN President Jeff Zucker will leave the cable news network at the end of 2021, CNN said on Thursday. "
333015,2021-02-03,"'The Crown,' 'Schitt's Creek' lead Golden Globes TV contenders","British royal drama ""The Crown,"" small-town comedy ""Schitt's Creek"" and crime thriller ""Ozark"" led the pack of Golden Globe television nominees on Wednesday as voters showcased hits that entertained streaming audiences during a global pandemic."
333020,2021-02-03,"Sony raises outlook amid home entertainment boom, but struggles to build more PS5s","Japan's Sony Corp (6758.T)raised its full-year profit outlook by one-third, helped by pandemic-fuelled demand for games, movies and other content, but said it was struggling to build enough PlayStation 5 consoles amid a global shortage of semiconductors."
333021,2021-02-03,Sony raises profit outlook by a third amid home entertainment boom,Japanese electronics and media giant Sony Corp (6758.T) raised its full-year profit outlook by one-third and said it was struggling to keep up with pandemic-fuelled demand for the new PlayStation 5 amid a global shortage of semiconductors.
333023,2021-02-03,Sony posts 12% rise in 9-month operating profit,"Japanese electronics and media giant Sony Corp (6758.T) on Wednesday posted an operating profit of 905.4 billion yen,  ($8.62 billion) up from 810 billion yen a year ago, as it benefited from increased demand in its video game and entertainment units. "
333024,2021-02-02,"Fox News marks 19-year U.S. ratings streak, CNN sets record in January","Rupert Murdoch's Fox News ended January with a 19-year streak as the top U.S. cable news network but ceded ground to CNN, according to Nielsen Media Research on Tuesday."
333031,2021-02-02,Wuhan or Wu-Tang? Canadian diplomat's T-shirt logo angers China,"Canada said it regretted a ""misunderstanding"" after China lodged a formal complaint over a diplomat's order of a custom T-shirt displaying the word Wuhan, the city where the COVID-19 pandemic first emerged, over the emblem of hip-hop group Wu-Tang Clan."
260368,2021-01-27,"AT&T takes $15.5 bln charge on DirecTV, adds more phone customers","AT&T Inc (T.N) said on Wednesday it wrote down its premium TV business, which includes satellite television unit DirecTV, by $15.5 billion, reflecting the impact of years of cord-cutting in the industry as viewers move to cheaper online streaming services. "
333045,2021-01-27,AT&T is sued for $1.35 billion over technology to synchronize smart devices,"AT&T Inc (T.N) was sued on Tuesday for at least $1.35 billion by a Seattle company that accused the telecommunications giant of stealing its patented ""twinning"" technology, which lets smart devices such as watches and tablets respond to calls placed to a single phone number."
333048,2021-01-26,Verizon misses postpaid phone subscriber estimates,"Verizon Communications Inc (VZ.N) said on Tuesday it added fewer monthly bill-paying phone subscribers than expected during the fourth quarter, as it faced increased competition from rivals T-Mobile US Inc (TMUS.O) and AT&T Inc (T.N)."
260623,2021-01-26,Google stops donations to U.S. Congress members who voted against election results,Alphabet Inc's (GOOGL.O) Google said on Monday it will not make contributions from its political action committee this election cycle to any Congress member who voted against certifying the results of the presidential election. 
260669,2021-01-25,Investor payouts and job cuts jar with U.S. companies&rsquo; social pledge,"When Randall Stephenson joined 180 of his peers leading many of the richest U.S. companies in signing the Business Roundtable pledge on the ""purpose of a corporation"" in August 2019, the then-chief of AT&T Inc (T.N) promised to look out for the interests of all the wireless carrier's stakeholders, not just shareholders. "
260835,2021-01-22,EXCLUSIVE Buyout firm TPG in lead for stake in AT&T's DirecTV -sources,"Private equity firm TPG has entered into exclusive talks to acquire a minority stake in AT&T Inc's (T.N) satellite TV division, DirecTV, in a deal that would allow the U.S. wireless carrier to trim its net debt of close to $150 billion, people familiar with the matter said on Friday."
260972,2021-01-21,Tesla bears suffer record short-sale loss in 2020 -S3 Partners,"Short bets on Tesla Inc (TSLA.O) were the most unprofitable trade in 2020, as the electric automaker saw its shares surge over 740% en route to becoming the world's most valuable automaker. "
333065,2021-01-19,ViacomCBS to launch streaming service Paramount+ in March,"Media company ViacomCBS Inc (VIACA.O),  said on Tuesday it will launch its streaming service, Paramount+, in the United States on March 4."
333069,2021-01-16,Biden eyes ex-Obama staff to tackle Big Tech and other antitrust issues,"Two former Obama administration officials have emerged as front-runners for the top antitrust job at the U.S. Department of Justice under the incoming administration of President-elect Joe Biden, according to two sources with knowledge of the matter."
333070,2021-01-15,Net proceeds in key U.S. spectrum auction tops $80 billion,The Federal Communications Commission said that the first phase in the largest auction of mid-band 5G spectrum to date had raised a record $80.9 billion in gross proceeds.
333075,2021-01-13,Warner Bros Games delays new Harry Potter game until 2022,"AT&T Inc's (T.N) Warner Bros Games said on Wednesday it has pushed back the release of its upcoming Harry Potter role-playing videogame, ""Hogwarts Legacy,"" by a year to 2022. "
333076,2021-01-12,"Fox News lands third in cable news ratings with riot, elections coverage","Fox News Channel, which ended 2020 as the most-watched network in all of basic cable, finished third among cable news channels last week as power shifted in the U.S. Senate and rioters stormed the U.S. Capitol, Nielsen data showed on Tuesday."
337165,2021-01-11,Verizon will suspend donations to lawmakers who opposed Biden certification,"U.S. wireless carrier Verizon Communications (VZ.N) will suspend donations by its political action committee to lawmakers who did not back the certification of President-elect Joe Biden's victory last week, a spokesman told Reuters."
321191,2021-01-11,AT&T suspends donations to lawmakers who opposed Biden certification,"AT&T Inc (T.N), one of the largest U.S. political contributors, said Monday its political action committee will suspend donations to lawmakers that did not back the certification of President-elect Joe Biden' win last week."
333093,2020-12-30,"Fox News extends streak, sets cable news records in 2020","Ratings for Rupert Murdoch's Fox News Channel (FOXA.O) topped all news and basic cable channels for a fifth straight year in 2020, according to Nielsen data released on Tuesday."
333097,2020-12-28,AT&T aims to restore all service by end of Sunday after Nashville blast,"AT&T Inc (T.N), which suffered widespread outages in Tennessee and other U.S. states after a bombing that rocked Nashville on Christmas morning and damaged over 40 businesses, said it was aiming to restore all its wireless service by the end of Sunday. "
333099,2020-12-26,Nashville blast investigation leads U.S. agents to suburban home,Federal agents investigating an explosion in Nashville were searching a two-story suburban house on Saturday for clues to explain why a motor home blew up and injured three people in the heart of America's country music capital on Christmas Day.
333122,2020-12-09,AT&T to sell Crunchyroll unit to Sony's Funimation in $1.18 bln deal,"AT&T Inc has agreed to sell its Crunchyroll anime business to Sony's Funimation Global Group, LLC, in a $1.18 billion deal, Sony Pictures Entertainment Inc and AT&T said in a joint statement on Wednesday. (Reporting by Bhargav Acharya in Bengaluru; Editing by Sherry Jacob-Phillips..."
333128,2020-12-08,UPDATE 1-AT&T CEO defends company's plans to release new movies via streaming,"AT&T Inc's chief executive on Tuesday defended the company's recent move to make its 2021 movie slate available on its streaming service at the same time as theaters, which he described as a ""win-win-win"" for consumers and partners."
424511,2020-11-17,AT&T CFO John Stephens to retire in March,"AT&T Inc said on Tuesday its chief financial officer, John Stephens, will step down in March."
424512,2020-11-17,AT&T CFO John Stephens to retire in March,"AT&T Inc said on Tuesday its chief financial officer, John Stephens, will step down in March."
424513,2020-11-17,AT&T CFO John Stephens to retire in March,"AT&T Inc said on Tuesday its chief financial officer, John Stephens, will step down in March."
424598,2020-10-22,"AT&T takes pandemic hit, but surpasses revenue expectations","AT&T Inc on Thursday reported the coronavirus pandemic had taken a heavy toll on its media business, but quarterly results were offset by stronger than expected gains in new phone subscribers lifted by offers for its HBO Max streaming service for free on certain phone plans."
424599,2020-10-22,"AT&T takes pandemic hit, but surpasses revenue expectations","AT&T Inc on Thursday reported the coronavirus pandemic had taken a heavy toll on its media business, but quarterly results were offset by stronger than expected gains in new phone subscribers lifted by offers for its HBO Max streaming service for free on certain phone plans."
424600,2020-10-22,"AT&T takes pandemic hit, but surpasses revenue expectations","AT&T Inc on Thursday reported the coronavirus pandemic had taken a heavy toll on its media business, but quarterly results were offset by stronger than expected gains in new phone subscribers lifted by offers for its HBO Max streaming service for free on certain phone plans."
270623,2020-10-08,WarnerMedia plans thousands of job cuts in restructuring -WSJ,"AT&T Inc's WarnerMedia is preparing a restructuring that aims to cut costs by as much as 20% and would result in layoffs, the Wall Street Journal reported on Thursday, citing people familiar with the matter."
275741,2020-08-14,Venezuela DirecTV resumes service after govt-backed deal,Venezuelan television subscription service DirecTV began resuming operations on Friday and investment firm Scale Capital said it had reached an agreement with the DirecTV's local affiliate that had the backing of Venezuela's government.
2490,2018-07-02,CORRECTED-DirecTV Now to hike prices as content fees rise across industry,"AT&T Inc said on Monday it is raising the price of its DirecTV Now streaming service by $5, the latest increase in the industry following a similar price hike by Dish Network Corp's Sling TV."
8682,2018-02-02,BRIEF-AT&T Has Engaged Bank Of America To Explore Divestiture Of Its Data Centers- WSJ,"* AT&T HAS ENGAGED BANK OF AMERICA CORP TO EXPLORE A DIVESTITURE OF ITS DATA CENTERS- WSJ,CITING SOURCES Source http://on.wsj.com/2ntBwBP"
8686,2017-10-24,BRIEF-AT&T reports Q3 adj. earnings per share $0.74,* Q3 earnings per share view $0.75 -- Thomson Reuters I/B/E/S
336723,2017-07-24,BRIEF-AT&T to build global network for Omnicom Group,"* Global Omnicom/AT&T network strategy will utilize AT&T flexware, AT&T netbond for cloud and AT&T threat manager Source text for Eikon: Further company coverage:"
8690,2017-07-11,BRIEF-AT&T says Virginia​ ‍governor signed letter accepting Firstnet & Co plan,* AT&T - Virginia governor signed letter accepting firstnet & co plan to deliver wireless broadband network to commonwealth's public safety community
8688,2017-07-06,BRIEF-AT&T says investing up to $200 mln in venture capital fund,* At&T Inc - AT&T and Coral will identify additional companies to invest in fund
8675,2017-06-21,BRIEF-AT&T announces CWA-represented employees vote to ratify east wireline agreement,* AT&T announces cwa-represented employees vote to ratify east wireline agreement
8681,2017-06-14,BRIEF-AT&T files for pricing of £1.0 bln global notes,"* Files for pricing of £1.0 billion, 3.550% global notes due 2037 - sec filing Source text : http://bit.ly/2spgDuU Further company coverage:"
8676,2017-05-27,BRIEF-AT&T announces IBEW-represented employees vote to ratify midwest wireline agreement,* AT&T announces IBEW-represented employees vote to ratify midwest wireline agreement
208720,2017-05-19,AT&T workers go on three-day strike,"A majority of AT&T Inc's wireless, wireline and DirecTV workers began a three-day strike on Friday after failing to reach an agreement with the No. 2 U.S. wireless carrier over new contracts."
8677,2017-05-18,BRIEF-AT&T completed deployment of nationwide LTE-M network ahead of schedule,* Completed deployment of its nationwide LTE-m network ahead of schedule
8691,2017-05-09,"BRIEF-AT&T sees significant investment to upgrade, maintain Texas' FirstNet network over next 25 yrs",* AT&T invests nearly $6.8 billion over 3-year period to enhance local networks in Texas
8683,2017-04-26,"BRIEF-AT&T, IBEW reach tentative agreement in Midwest wireline contract negotiations","* AT&T, IBEW reach tentative agreement in Midwest wireline contract negotiations"
8679,2017-04-13,"BRIEF-AT&T expects $1.4 bln refund from FCC, in relation to bid for spectrum","* AT&T Inc - in relation to successful bid for Spectrum, a refund in amount of $1.4 billion is expected from FCC Source text: (http://bit.ly/2oEn8Iu) Further company coverage:"
8687,2017-04-13,BRIEF-AT&T says has blocked its billionth unwanted robocall,* Says has blocked its billionth unwanted robocall using a new program that detects violators through network data analysis Source text for Eikon: Further company coverage:
8684,2017-04-03,BRIEF-AT&T Inc says created a new global public sector organization,* AT&T Inc says created a new global public sector organization and named AT&T executive Kay Kapoor to lead it
8689,2017-03-29,BRIEF-AT&T says offering Galaxy S8 at $25 for 30 months with eligible service,* says AT&T next offers Galaxy S8 at $25 or Galaxy S8+ at $28.34 for 30 months with eligible service Source text for Eikon: Further company coverage:
8680,2017-03-27,"BRIEF-AT&T files for floating rate global notes offering of up to $800 mln, due 2020","* Files for floating rate global notes offering of up to $800 million, due 2020 Source text: (http://bit.ly/2nZIobw) Further company coverage:"
8685,2017-03-22,BRIEF-AT&T removes ads from Google's non-search platforms - AT&T spokesperson,* AT&T removes ads from Google's non-search platforms - AT&T spokesperson Further company coverage:
