Id,Date,Title,Short Description
223884,2020-12-10,Uber asks U.S. states to prioritize its drivers for COVID-19 vaccine,"Uber Technologies Inc on Thursday sent letters to the governors of all U.S. states, asking for its ride-hail and food delivery drivers to get early access to COVID-19 vaccines as essential workers."
355315,2020-12-09,"Uber adds 2,400 U.S. locations for package delivery service","Uber Technologies Inc said on Wednesday its package delivery service, Uber Connect, will now be available in more than 2,400 new cities and towns in the United States."
355314,2020-12-09,"Uber adds 2,400 U.S. locations for package delivery service","Uber Technologies Inc said on Wednesday its package delivery service, Uber Connect, will now be available in more than 2,400 new cities and towns in the United States."
355316,2020-12-09,"Uber adds 2,400 U.S. locations for package delivery service","Uber Technologies Inc said on Wednesday its package delivery service, Uber Connect, will now be available in more than 2,400 new cities and towns in the United States."
223991,2020-12-08,"Joby Aviation takes over Uber's air taxi business, Elevate","Joby Aviation, an electric passenger aircraft developer, said on Tuesday it would take over Uber Technologies Inc's flying taxi unit, Elevate, the second cash-burning business the ride-hailing company has sold off in two days."
406191,2020-12-08,Uber to sell air taxi business to Joby Aviation,"Joby Aviation, an electric passenger aircraft developer, said on Tuesday it would buy Uber Technologies Inc's air taxi unit."
242660,2020-12-08,Breakingviews - Uber&rsquo;s ambitions shrink faster than its losses,"Uber Technologies&rsquo; future appears increasingly pedestrian. When the ride-hailing service went public in 2019, its ambitions spanned autonomous vehicles, bike-sharing, food delivery, freight and other markets. Now Chief Executive Dara Khosrowshahi is selling its self-driving..."
224084,2020-12-07,Uber sells ATG self-driving business to Aurora at $4 billion,"Uber Technologies Inc is selling its autonomous driving unit, Uber Advanced Technologies Group (ATG), to self-driving car startup Aurora, the companies said on Monday, in a move that would accelerate the ride-sharing company's goal to achieve profitability."
224264,2020-12-04,Uber asks U.S. CDC to consider ride-hail drivers essential for COVID-19 vaccine distribution,Uber Technologies Inc on Thursday asked the U.S. Centers for Disease Control and Prevention to designate its ride-hail and delivery drivers as non-health essential workers entitled to early COVID-19 vaccine distribution.
224353,2020-12-02,Uber in advanced talks to sell air taxi unit: Axios,"Uber Technologies is in advanced talks to sell its air taxi business, ""Uber Elevate"", to aerospace firm Joby Aviation, news website Axios reported https://bit.ly/37qqMKN on Wednesday, citing sources."
406210,2020-12-02,CORRECTED-Uber in advanced talks to sell air taxi unit - Axios ,"Uber Technologies is in advanced talks to sell its air taxi business ""Uber Elevate"" to aerospace firm Joby Aviation, news website Axios reported https://bit.ly/37qqMKN on Wednesday, citing sources."
224826,2020-11-23,"U.S. federal government awards transportation contract to Uber, Lyft",Uber Technologies Inc and Lyft Inc have been awarded a federal contract worth up to $810 million to offer their ride-hail services to public agencies and their more than 4 million employees and contractors across the country.
225004,2020-11-18,Uber looks to partner with other self-driving companies -CEO,"Uber Technologies Inc's <UBER.N> self-driving unit is looking to partner with other companies working on autonomous driving, the company's chief executive officer said on Wednesday."
406266,2020-11-18,Uber looks to partner with other self-driving companies -CEO,"Uber Technologies Inc's self-driving unit is looking to partner with other companies working on autonomous driving, the company's chief executive officer said on Wednesday."
225167,2020-11-16,Uber to accept fast payments in Brazil in partnership with Ebanx,"Uber Technologies Inc started on Monday to take instant payments in Brazil in partnership with payments startup Ebanx, both companies said."
246663,2020-11-13,Uber in talks to sell its ATG self-driving unit to Aurora - source,"Uber Technologies Inc <UBER.N> is in talks to sell its autonomous driving unit, Uber Advanced Technologies Group (ATG), to self-driving car startup Aurora, a source familiar with the matter told Reuters."
406277,2020-11-13,Uber in talks to sell its ATG self-driving unit to Aurora- TechCrunch,"Uber Technologies Inc is in talks to sell its autonomous driving unit, Uber Advanced Technologies Group, to self-driving car startup Aurora, TechCrunch reported on Friday, citing people familiar with the matter."
225401,2020-11-10,Uber expects Postmates deal to close by year end after regulatory nod,"The U.S. Justice Department has approved Uber Technologies Inc's $2.65 billion acquisition of food delivery company Postmates, clearing the way for the deal to close by the end of 2020, the ride-hailing firm said."
225403,2020-11-10,Uber launches feature in U.S. to let customers reserve rides in advance,Uber Technologies Inc on Tuesday said it would roll out a new feature in the United States that will allow customers to reserve scheduled rides up to 30 days in advance.
225433,2020-11-10,U.S. Justice Department clears Uber-Postmates deal: Axios,"The U.S. Justice Department has cleared Uber Technologies Inc's acquisition of food delivery company Postmates, news website Axios reported https://bit.ly/35dWmv7 on Monday, citing a source familiar with the matter."
225588,2020-11-06,"Uber sees slowest recovery of ride business in home U.S. market, deliveries more than double","Uber Technologies Inc said on Thursday demand for its food-delivery service exploded in the latest quarter, but recovery in its global rides business is being held back by its most important market, the United States."
225975,2020-10-29,Court rules that California Uber drivers could not establish 'political coercion',"A California court on Wednesday denied an application for a temporary restraining order by the state's Uber Technologies Inc <UBER.N> drivers, saying the drivers could not establish the alleged ""political coercion"" by the ride-hailing company."
226228,2020-10-23,"California appeals court rules Uber, Lyft must reclassify drivers as employees","A California appeals court on Thursday unanimously ruled against ride-hailing companies Uber Technologies Inc and Lyft Inc, saying they must reclassify their drivers in the state as employees."
226255,2020-10-22,California drivers sue Uber over in-app messages asking to support ballot measure,California Uber Technologies Inc <UBER.N> drivers on Thursday sued the ride-hailing company over in-app messages regarding an upcoming gig worker ballot measure that the drivers say violate a California law protecting their political rights.
226365,2020-10-21,Uber offers more than &euro;1 billion to buy Daimler/BMW's freenow: Manager Magazin,"Ride-hailing firm Uber <UBER.N> has offered more than 1 billion euros to buy Daimler <DAIGn.DE> and BMW's <BMWG.DE> joint mobility services company Freenow, Manager Magazin said on Wednesday."
246888,2020-10-16,Uber seeking options including partial sale for Uber Elevate: Axios,"Uber Technologies Inc is seeking options for its Uber Elevate business, including strategic partnerships or a partial sale, Axios reported on Friday, citing multiple sources."
424613,2020-10-16,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies <UBER.N> said on Friday it will invest more than $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd <017670.KS>, which is proposing to split off its mobility business."
424615,2020-10-16,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies <UBER.N> said on Friday it will invest more than $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd <017670.KS>, which is proposing to split off its mobility business."
424614,2020-10-16,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies <UBER.N> said on Friday it will invest more than $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd <017670.KS>, which is proposing to split off its mobility business."
424616,2020-10-15,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies said on Friday it will invest over $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd, which is proposing to split off its mobility business."
424617,2020-10-15,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies said on Friday it will invest over $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd, which is proposing to split off its mobility business."
424618,2020-10-15,Uber joins forces with SK Telecom to crack tough South Korea market,"Uber Technologies said on Friday it will invest over $150 million in a joint venture and partnership with South Korea's SK Telecom Co Ltd, which is proposing to split off its mobility business."
226636,2020-10-15,Uber launches medicines delivery service in South Africa,"Uber Eats' South African unit on Thursday expanded delivery offerings, launching an app-based over-the-counter medicines service as it seeks to claw market share in the fast-growing online shopping sector in Africa's most industrialised economy."
226718,2020-10-13,"California appeals court hears arguments in Uber, Lyft gig worker lawsuit","A California appeals court on Tuesday listened to arguments by lawyers for Uber Technologies Inc, Lyft Inc and the state of California about whether the state can recognize their drivers as employees with the right to minimum wage, overtime pay, health insurance and unemployment..."
227130,2020-10-05,"Uber, Lyft spend big in California to oppose even costlier gig-worker law",Uber Technologies Inc and Lyft Inc together are spending nearly $100 million on a November California ballot initiative to overturn a state law that would compel them to classify drivers as employees.
390520,2020-10-05,"FOCUS-Uber, Lyft spend big in California to oppose even costlier gig worker law",Uber Technologies Inc and Lyft Inc together are spending nearly $100 million on a November California ballot initiative to overturn a state law that would compel them to classify drivers as employees.
390519,2020-10-05,"FOCUS-Uber, Lyft spend big in California to oppose even costlier gig worker law",Uber Technologies Inc and Lyft Inc together are spending nearly $100 million on a November California ballot initiative to overturn a state law that would compel them to classify drivers as employees.
227226,2020-10-02,"Uber Freight raises $500 mln, valuation rises to $3.3 billion","Uber Technologies Inc <UBER.N> said on Friday New York-based private equity firm Greenbriar Equity Group would invest $500 million in its logistics arm, Uber Freight, valuing the unit at $3.3 billion on a post-money basis."
271148,2020-10-02,Uber Freight raises $500 mln from Greenbriar Equity ,"Uber Technologies Inc said on Friday New York-based private equity firm Greenbriar Equity Group would invest $500 million in its logistics arm, Uber Freight, valuing the unit at $3.3 billion on a post-money basis."
227420,2020-09-30,Seattle approves minimum pay rate for Uber and Lyft drivers,The Seattle City Council passed a minimum pay standard for drivers for companies like Uber Technologies Inc <UBER.N> and Lyft Inc <LYFT.O> on Tuesday.
227556,2020-09-28,Uber granted 18-month London licence after legal battle,"Uber has won a legal bid to restore its London operating licence which was taken away over safety concerns, after a judge ruled on Monday that the company was a fit and proper operator despite ""historical failings""."
227570,2020-09-28,London regulator will closely monitor Uber after licence decision: mayor,"London's transport regulator will closely monitor Uber and take action if it stops short of strict standards, the city's mayor said on Monday after a judge granted the taxi app an 18-month licence following a court appeal."
434497,2020-09-28,London regulator will closely monitor Uber after licence decision- mayor,"London's transport regulator will closely monitor Uber and take action if it stops short of strict standards, the city's mayor said on Monday after a judge granted the taxi app an 18-month licence following a court appeal."
434496,2020-09-28,London regulator will closely monitor Uber after licence decision- mayor,"London's transport regulator will closely monitor Uber and take action if it stops short of strict standards, the city's mayor said on Monday after a judge granted the taxi app an 18-month licence following a court appeal."
434495,2020-09-28,London regulator will closely monitor Uber after licence decision- mayor,"London's transport regulator will closely monitor Uber and take action if it stops short of strict standards, the city's mayor said on Monday after a judge granted the taxi app an 18-month licence following a court appeal."
227572,2020-09-28,Uber says winning back London licence is recognition of safety commitment,"Uber said on Monday that a British judge's decision to grant it an 18-month operating licence in London, following a successful court appeal, was recognition of its work on safety."
434499,2020-09-28,Uber says winning back London licence is recognition of safety commitment,"Uber said on Monday that a British judge's decision to grant it an 18-month operating licence in London, following a successful court appeal, was recognition of its work on safety."
434498,2020-09-28,Uber says winning back London licence is recognition of safety commitment,"Uber said on Monday that a British judge's decision to grant it an 18-month operating licence in London, following a successful court appeal, was recognition of its work on safety."
434500,2020-09-28,Uber says winning back London licence is recognition of safety commitment,"Uber said on Monday that a British judge's decision to grant it an 18-month operating licence in London, following a successful court appeal, was recognition of its work on safety."
227574,2020-09-28,Uber granted 18-month London licence,"Uber will receive an 18-month operating licence in London, after winning an appeal, a British judge decided on Monday."
434505,2020-09-28,Uber granted 18-month London licence ,"Uber will receive an 18-month operating licence in London, after winning an appeal, a British judge decided on Monday. (Reporting by Costas Pitas; editing by Michael Holden)"
434504,2020-09-28,Uber granted 18-month London licence ,"Uber will receive an 18-month operating licence in London, after winning an appeal, a British judge decided on Monday. (Reporting by Costas Pitas; editing by Michael Holden)"
434506,2020-09-28,Uber granted 18-month London licence ,"Uber will receive an 18-month operating licence in London, after winning an appeal, a British judge decided on Monday. (Reporting by Costas Pitas; editing by Michael Holden)"
227573,2020-09-28,Black cab drivers says Uber decision is a 'disaster' for London,"The association representing London black cab drivers said a judge's decision to restore Uber's operating licence on Monday was a ""disaster"" for the British capital."
434502,2020-09-28,"REFILE-Black cab drivers says Uber decision is a ""disaster"" for London","The association representing London black cab drivers said a judge's decision to restore Uber's operating licence on Monday was a ""disaster"" for the British capital."
434503,2020-09-28,"REFILE-Black cab drivers says Uber decision is a ""disaster"" for London","The association representing London black cab drivers said a judge's decision to restore Uber's operating licence on Monday was a ""disaster"" for the British capital."
434501,2020-09-28,"REFILE-Black cab drivers says Uber decision is a ""disaster"" for London","The association representing London black cab drivers said a judge's decision to restore Uber's operating licence on Monday was a ""disaster"" for the British capital."
434512,2020-09-28,Uber wins back London licence ,"Uber has won a legal bid to restore its London operating licence, a judge decided on Monday after the city's transport regulator stripped it from the taxi app over safety concerns."
434510,2020-09-28,Uber wins back London licence ,"Uber has won a legal bid to restore its London operating licence, a judge decided on Monday after the city's transport regulator stripped it from the taxi app over safety concerns."
434511,2020-09-28,Uber wins back London licence ,"Uber has won a legal bid to restore its London operating licence, a judge decided on Monday after the city's transport regulator stripped it from the taxi app over safety concerns."
227582,2020-09-27,Judge to rule whether Uber deserves new London licence,"A judge is set to tell Uber <UBER.N> on Monday whether it has won back its London operating licence after it was removed over safety concerns, the latest stage of a long-running battle with the regulator in one of its most important markets."
227744,2020-09-24,Uber's Mideast business Careem sees speedier-than-expected recovery,"Uber Technologies Inc-owned Middle East business Careem is seeing its ride service recover more quickly than expected from the coronavirus crisis, while its delivery business is larger than before the pandemic."
228156,2020-09-17,Judge to announce Uber London licence decision on September 28,"A judge will announce on September 28 whether Uber has been granted an operating licence in London, where it was stripped of its right to take rides by the city's transport regulator over safety concerns."
434545,2020-09-17,Judge to announce decision on Uber's London licence appeal on Sept 28,"A judge will announce his decision on September 28 as to whether to grant Uber an operating licence in London, where it was stripped of its right to take rides by the city's transport regulator over safety concerns. (Reporting by Costas Pitas; editing by Kate Holton)"
434544,2020-09-17,Judge to announce decision on Uber's London licence appeal on Sept 28,"A judge will announce his decision on September 28 as to whether to grant Uber an operating licence in London, where it was stripped of its right to take rides by the city's transport regulator over safety concerns. (Reporting by Costas Pitas; editing by Kate Holton)"
434543,2020-09-17,Judge to announce decision on Uber's London licence appeal on Sept 28,"A judge will announce his decision on September 28 as to whether to grant Uber an operating licence in London, where it was stripped of its right to take rides by the city's transport regulator over safety concerns. (Reporting by Costas Pitas; editing by Kate Holton)"
228168,2020-09-17,Uber plans to sell part of stake in China's Didi - Bloomberg News,"Uber Technologies Inc <UBER.N> is planning to sell part of its $6.3 billion stake in Chinese ride-hailing firm Didi Chuxing to raise cash, Bloomberg News reported https://bloom.bg/2RAViKg on Thursday, citing people familiar with the matter."
228248,2020-09-16,German startup sennder acquires Uber's European freight business,German freight startup sennder said on Wednesday it had acquired Uber's European freight business in an all-stock deal that will see the U.S. ride hailing company become a minority shareholder.
449138,2020-09-16,German startup sennder acquires Uber's European freight business,German freight startup sennder said on Wednesday it had acquired Uber's European freight business in an all-stock deal that will see the U.S. ride hailing company become a minority shareholder.
449137,2020-09-16,German startup sennder acquires Uber's European freight business,German freight startup sennder said on Wednesday it had acquired Uber's European freight business in an all-stock deal that will see the U.S. ride hailing company become a minority shareholder.
419906,2020-09-16,Safety driver in fatal Arizona Uber self-driving car crash charged with homicide,"The back-up safety driver behind the wheel of a self-driving Uber Technologies <UBER.N> test vehicle that struck and killed a woman in Tempe, Arizona, in 2018 was charged with negligent homicide, prosecutors said on Tuesday."
419903,2020-09-16,Safety driver in fatal Arizona Uber self-driving car crash charged with homicide,"The back-up safety driver behind the wheel of a self-driving Uber Technologies <UBER.N> test vehicle that struck and killed a woman in Tempe, Arizona, in 2018 was charged with negligent homicide, prosecutors said on Tuesday."
419905,2020-09-16,Safety driver in fatal Arizona Uber self-driving car crash charged with homicide,"The back-up safety driver behind the wheel of a self-driving Uber Technologies <UBER.N> test vehicle that struck and killed a woman in Tempe, Arizona, in 2018 was charged with negligent homicide, prosecutors said on Tuesday."
419904,2020-09-16,Safety driver in fatal Arizona Uber self-driving car crash charged with homicide,"The back-up safety driver behind the wheel of a self-driving Uber Technologies <UBER.N> test vehicle that struck and killed a woman in Tempe, Arizona, in 2018 was charged with negligent homicide, prosecutors said on Tuesday."
228767,2020-09-15,"Uber promises 100% electric vehicles by 2040, commits $800 million to help drivers switch","Uber Technologies Inc on Tuesday said every vehicle on its global ride-hailing platform will be electric by 2040, and it vowed to contribute $800 million through 2025 to help drivers switch to battery-powered vehicles, including discounts for vehicles bought or leased from..."
228317,2020-09-15,Uber says it is fit and proper in battle to win back London licence,"Taxi app Uber told a London court on Tuesday it had addressed concerns over safety as it fights to win back its operating licence in one of its most important markets, the latest stage of a long-running battle with the regulator. Transport for London (TfL) refused to grant..."
434550,2020-09-14,Uber fights to win back London licence in latest court battle,Taxi app Uber will battle in court on Tuesday to win back its licence to operate in London after the city's transport regulator removed it over safety concerns.
434549,2020-09-14,Uber fights to win back London licence in latest court battle,Taxi app Uber will battle in court on Tuesday to win back its licence to operate in London after the city's transport regulator removed it over safety concerns.
434551,2020-09-14,Uber fights to win back London licence in latest court battle,Taxi app Uber will battle in court on Tuesday to win back its licence to operate in London after the city's transport regulator removed it over safety concerns.
434577,2020-09-04,MEDIA-Uber launches car rental service in the UK - The Telegraph,-- Note: Reuters has not verified this story and does not vouch for its accuracy
434576,2020-09-04,MEDIA-Uber launches car rental service in the UK - The Telegraph,-- Note: Reuters has not verified this story and does not vouch for its accuracy
229159,2020-09-01,Uber extends mask selfie verification feature to riders,"Uber Technologies Inc <UBER.N> on Tuesday said it will roll out a global selfie feature to verify its ride-hail customers wear a mask, modeled after a similar feature introduced for drivers in mid-May."
229424,2020-08-26,Uber plans to expand services across Quebec this fall,Uber Technologies Inc on Wednesday said it plans to expand its ride-hailing services across the Canadian province of Quebec this fall.
229606,2020-08-21,Factbox: What's at stake in California's November gig worker ballot measure,"After a California appeals court on Thursday halted a law requiring the reclassification of ride-hail drivers of Uber Technologies Inc and Lyft Inc as employees, the decision over gig worker benefits and pay will likely be left to voters."
229657,2020-08-20,U.S. charges former Uber security chief with covering up massive 2016 hacking,"In an unprecedented case, a former chief security officer for Uber Technologies was criminally charged on Thursday with trying to cover up a 2016 hacking that exposed personal information of about 57 million of the ride-hailing company's customers and drivers."
229663,2020-08-20,"Uber, Lyft not immediately forced to treat California drivers as employees: court","A California appeals court on Thursday halted a court order that would have forced Uber Technologies Inc and Lyft Inc to treat their drivers as employees, rather than independent contractors beginning Friday."
229662,2020-08-20,Factbox: California is just one legal challenge for Uber around the world,"A California appeals court ruling on Thursday avoided a shutdown of ride-hailing services from Uber Technologies Inc and Lyft Inc in the state, effectively handing a decision over gig worker benefits and pay to voters in a November ballot measure."
275093,2020-08-20,FACTBOX-California is just one legal challenge for Uber around the world,"A California appeals court ruling on Thursday avoided a shutdown of ride-hailing services from Uber Technologies Inc and Lyft Inc in the state, effectively handing a decision over gig worker benefits and pay to voters in a November ballot measure."
229654,2020-08-20,"California court ruling gives voters last word over Uber, Lyft worker rights","A California appeals court ruling on Thursday avoided a shutdown of ride-hailing services Uber and Lyft in the state, effectively handing a decision over gig worker benefits and pay to voters in a November ballot measure."
229863,2020-08-17,Uber to operate food delivery even if rides business forced shut in California,Uber Technologies Inc <UBER.N> on Monday said it would continue operating its revenue-generating food delivery business Uber Eats even if its ride-hail business should be forced shut in California at the end of this week following a court order.
230011,2020-08-13,"Judge rejects Uber, Lyft bids to delay California driver injunction","A California judge on Thursday refused to give Uber Technologies Inc <UBER.N> and Lyft Inc <LYFT.O> more time to appeal his decision forcing them to classify drivers in that state as employees, which they have said would necessitate restructuring their businesses."
230091,2020-08-12,Uber may be forced to shut down California ride services over new driver ruling,"Uber Technologies Inc would be forced to shut down its ride-hailing operations in California if a court ruling that blocks it from classifying its drivers as independent contractors goes into effect, the company said in a court filing."
230157,2020-08-10,"Judge blocks Uber, Lyft from classifying drivers as contractors in California",A California judge on Monday granted the state's request for a preliminary injunction blocking Uber Technologies Inc <UBER.N> and Lyft Inc <LYFT.O> from classifying their drivers as independent contractors rather than employees.
230335,2020-08-06,"Judge appears receptive to Uber, Lyft warnings in California driver case",A California judge signaled on Thursday he might be leaning against a request for a preliminary injunction forcing Uber Technologies Inc and Lyft Inc to classify drivers as employees rather than contractors.
230290,2020-08-06,Uber rides take COVID-19 hit but food-delivery business doubles,"(In Aug. 6 story, corrects Uber's ride-hailing segment revenue in U.S. and Canada as ""declining to $1.25 billion,"" instead of ""declining $1.25 billion,"" paragraph 12)"
276757,2020-08-06,Uber's food-delivery business doubles; COVID-19 eviscerates rides demand,"Uber Technologies Inc said demand for its food-delivery service more than doubled in the second quarter as many users remained largely homebound, while demand for ride-hailing trips was only marginally recovering from pandemic rock-bottom."
230356,2020-08-06,Risk coronavirus or default: ride-hail drivers face tough choices as U.S. aid expires,"Uber driver Johan Nijman faces a difficult decision as federal unemployment aid expires: risk failing to pay for groceries and even lose his home, or resume driving and potentially catch COVID-19."
230398,2020-08-06,Uber pulls Latin American U-turn by joining taxi ranks,Latin America's coronavirus crisis is forcing Uber to adopt the taxi model it was meant to drive off the streets of cities from Santiago to Medellin.
230401,2020-08-05,Uber to buy UK taxi tech firm Autocab,"Uber said on Thursday it was buying the British tech company Autocab, which sells booking and dispatch software to private hire firms, in a move that will allow the taxi app to reach customers where it does not currently operate."
230466,2020-08-04,The trade secret minefield: What workers risk when changing jobs,Self-driving truck entrepreneur Anthony Levandowski on Tuesday received an 18-month prison sentence in the highest-profile trade secrets theft case in Silicon Valley in recent years.
230419,2020-08-04,Levandowski gets 18 months in prison for stealing Google files,"(This August 4 story corrects Levandowski's role at Pronto to co-founder and technical adviser, not that he ""runs"" Pronto, in 12th paragraph.)"
462148,2020-08-04,Anthony Levandowski gets 18 months in prison for stealing Google self-driving car files,A U.S. judge on Tuesday sentenced former Google engineer Anthony Levandowski to 18 months in prison for stealing a trade secret from Google related to self-driving cars months before becoming the head of Uber Technologies Inc's rival unit.
462149,2020-08-04,Anthony Levandowski gets 18 months in prison for stealing Google self-driving car files,A U.S. judge on Tuesday sentenced former Google engineer Anthony Levandowski to 18 months in prison for stealing a trade secret from Google related to self-driving cars months before becoming the head of Uber Technologies Inc's rival unit.
462150,2020-08-04,Anthony Levandowski gets 18 months in prison for stealing Google self-driving car files,A U.S. judge on Tuesday sentenced former Google engineer Anthony Levandowski to 18 months in prison for stealing a trade secret from Google related to self-driving cars months before becoming the head of Uber Technologies Inc's rival unit.
230474,2020-08-03,U.S. judge denies claims Uber won price-fixing suit because arbitrator was scared,A U.S. judge on Monday denied a request by an Uber Technologies Inc <UBER.N> customer to overturn an arbitration win for the company in a price-fixing case over claims the arbitrator only ruled in Uber's favor because he was scared.
230872,2020-07-29,U.S. prosecutors seek 27 months imprisonment for former Uber self-driving head,"U.S. prosecutors are seeking 27 months of imprisonment for the former head of Uber's self-driving technology unit, Anthony Levandowski, who agreed to plead guilty in March for taking sensitive documents from his former employer Google before joining Uber."
231221,2020-07-20,Uber defends business model in UK court battle over workers' rights,Uber was defending its business model on Tuesday at Britain's Supreme Court in a battle over rights in the workplace that could have ramifications for millions of Britons earning a living in the gig economy.
434743,2020-07-20,Uber defends business model at UK's Supreme Court,Uber will defend its business model on Tuesday at Britain's Supreme Court in a battle over rights in the workplace that could have ramifications for millions of Britons earning a living in the gig economy.
434742,2020-07-20,Uber defends business model at UK's Supreme Court,Uber will defend its business model on Tuesday at Britain's Supreme Court in a battle over rights in the workplace that could have ramifications for millions of Britons earning a living in the gig economy.
231285,2020-07-20,Uber offers COVID-19 contact tracing help amid chaotic U.S. response,"Uber Technologies Inc has quietly launched a service to give public health officials quick access to data on drivers and riders presumed to have come into contact with someone infected with COVID-19, company officials told Reuters."
231490,2020-07-16,Uber acquires public transportation software company in latest transit expansion,"Uber Technologies Inc on Thursday announced the acquisition of transit software provider Routematch, marking the ride-hailing company's latest move toward expanding its business with public transportation agencies."
231644,2020-07-14,"Massachusetts sues Uber, Lyft over driver status as contractors",Massachusetts on Tuesday followed California in suing Uber Technologies Inc and Lyft Inc over allegedly misclassifying their drivers as independent contractors instead of employees entitled to extensive benefits.
231902,2020-07-10,Uber agrees to pay $3.8 million Denmark fine over taxi law: police,"Uber has agreed to pay a 25 million Danish crowns ($3.8 million) fine in Denmark, settling claims of breaching local taxi law out of court, Danish police said on Friday."
232008,2020-07-08,"Study suggests most Uber, Lyft drivers in Seattle not poorly paid","Most ride-hail workers in Seattle are part-time drivers whose earnings are roughly in line with the city's median, a study of data provided by Uber and Lyft showed, defying some perceptions of drivers working full-time for little pay."
434752,2020-07-08,London river service to become Uber Boat under new deal,A London riverboat service used by commuters and visitors will be rebranded Uber Boat by Thames Clippers later this summer as part of a deal with the ride-hailing app.
232139,2020-07-07,"Uber launches grocery delivery in Latin America, Canada with U.S. to follow","Uber Technologies Inc on Tuesday further expanded delivery offerings, launching an app-based grocery service in several Latin American and Canadian cities, with the United States to follow later this month."
232203,2020-07-06,"Uber, Postmates deal would dominate Los Angeles, Miami markets","Uber Technologies Inc's plan to buy Postmates Inc could pose problems in Miami and Los Angeles where the two dominate the food delivery market, according to antitrust experts who said it would be difficult to set up an asset sale to resolve the issue."
232202,2020-07-06,Uber scoops up Postmates for $2.65 billion in 'everyday' delivery push,Uber Technologies Inc on Monday said it would acquire Postmates Inc for $2.65 billion to expand its food delivery market share and significantly increase the business of supplying everyday goods at a time when the coronavirus has pummeled its core ride-hailing service.
232242,2020-07-06,"Uber, Postmates agree on $2.65 billion all-stock deal: Bloomberg News","Ride-sharing company Uber Technologies Inc has agreed on a deal to buy food-delivery app Postmates Inc in a $2.65 billion all-stock agreement, Bloomberg News reported https://bloom.bg/2Z0TVcd late Sunday, citing people familiar with the matter."
232288,2020-07-03,Uber widens taxi app to Japan's Tokyo but ride-sharing still barred,"Uber Technologies <UBER.N> launched a ride-hailing smartphone application in Tokyo on Friday in partnership with three domestic taxi firms, even as strict regulations block its popular ride-sharing service in Japan."
232396,2020-07-01,"In Brazil, delivery drivers for Uber, Rappi and others protest amid pandemic","More than a thousand food delivery drivers on motorcycles gathered in S&atilde;o Paulo on Wednesday to protest their work conditions, set by Uber Technologies Inc <UBER.N> and makers of other apps, as their services remain in high demand due to coronavirus lockdowns."
232422,2020-07-01,"Uber extends mask requirement for drivers, riders, launches new campaign",Uber Technologies Inc <UBER.N> on Wednesday extended indefinitely a requirement for drivers and riders on its platform to wear a face covering or mask and launched a new campaign video to educate users about the policy.
232543,2020-06-30,Uber bus just around the corner on post-pandemic public transit map,"Urban transportation's transformation has shifted up a gear as the coronavirus crisis turns travel habits on their head, with Uber making allies of public transit systems by now offering to sell them its software expertise."
232727,2020-06-26,Canada's top court rules in favor of Uber driver in gig economy case,Canada's Supreme Court on Friday ruled in favor of a driver in a gig economy case that paves the way for a class action suit calling for Uber Technologies Inc to recognize drivers in Canada as company employees.
232793,2020-06-25,"Uber pares back digital wallet ambitions, head of unit quits: Bloomberg News","Uber Technologies Inc's financial services head Peter Hazlehurst is stepping down as the company focuses on rides and food delivery, and ices plans to become a financial services company, Bloomberg News reported, citing an email to staff."
232891,2020-06-24,"California wants judge to classify Uber, Lyft drivers as employees","California plans to ask a state court judge to force Uber Technologies Inc and Lyft Inc to classify their ride-hail drivers as employees rather than contractors, ratcheting up the tension over a new gig worker law."
247916,2020-06-24,Russia's Yandex after full control of taxi business as ride-hailing bounces back,"Russian internet giant Yandex <YNDX.O> is interested in taking full control of its Yandex.Taxi ride-hailing service, a joint venture with Uber <UBER.N> which returned to pre-pandemic growth levels in June."
233464,2020-06-11,How Uber hailed a deal with Grubhub only to let it slip,Uber Technologies Inc CEO Dara Khosrowshahi has spent much of his career deftly negotiating acquisitions. Yet his $6.5 billion all-stock bid for Grubhub Inc ended with the food delivery company being acquired by European rival Just Eat Takeway.com NV.
233777,2020-06-04,"Uber Eats features black-owned restaurants on U.S., Canadian delivery platform",Uber Technologies Inc on Thursday launched a feature on its food delivery app Uber Eats that lets customers in the United States and Canada order from restaurants owned by black people and pay no delivery fees for those orders through 2020.
233855,2020-06-03,Uber signals recovery in rides as lockdown restrictions ease,"Uber Technologies Inc said on Wednesday trip requests were gradually picking up, but still remained significantly below prior year levels, as several countries start to lift coronavirus-led restrictions."
248127,2020-05-29,Chilean regulator approves Uber's purchase of Cornershop grocery app,"Chile's antitrust regulator said on Friday it had approved ""without conditions"" Uber's purchase of Chilean online grocery provider Cornershop, clearing a key hurtle for the ride-hailing company as it seeks to expand into the delivery of groceries and other goods."
