Id,Date,Title,Short Description
715465,2023-12-14,Google to test new feature limiting advertisers' use of browser tracking cookies,Alphabet's Google said on Thursday it will begin testing a new feature on its Chrome browser as part of a plan to ban third-party cookies that advertisers use to track consumers.
715081,2023-12-13,Judge deciding Google's fate in Epic case is antitrust veteran,The judge who could rewrite the future of Google's app business is a competition law expert who once defended technology companies and other defendants in antitrust cases.
715017,2023-12-13,Google Cloud partners with Mistral AI on generative language models,"Google Cloud and Mistral AI are partnering to allow the Paris-based generative AI startup to distribute its language models on the tech giant's infrastructure, the companies jointly announced on Wednesday."
714854,2023-12-12,Explainer: Epic Games verdict adds to Google&#8217;s global antitrust woes,"&#8220;Fortnite&#8221; maker Epic Games won a major antitrust trial against Alphabet&#8217;s Google in San Francisco, persuading a federal jury on Monday that some of the technology giant&#8217;s rules for its app Play store violated U.S. competition law."
714851,2023-12-12,Google's court loss to Epic Games may cost billions but final outcome years away,"Google's stunning defeat in a legal battle with ""Fortnite"" maker Epic Games may clear the way for rival app stores on its Android mobile system but a lengthy appeals process will likely prevent any changes for years, according to analysts and legal experts."
714609,2023-12-11,Epic Games wins antitrust case against Google over Play app store,"""Fortnite"" maker Epic Games has prevailed in its high-profile antitrust trial over Alphabet's Google , which alleged the Play app store operated as an illegal monopoly, in a ruling that if it holds could upend the entire app store economy."
706332,2023-11-16,"Spotify to use Google's AI to tailor podcasts, audiobooks recommendations","Spotify, on Thursday, expanded its partnership with Google Cloud to use large language models (LLMs) to help identify a user's listening patterns across podcasts and audiobooks in order to suggest tailor-made recommendations."
706156,2023-11-16,"Malaysia, Google announce strategic collaboration on skills opportunities - state news agency","The Malaysian government and Google announced a strategic collaboration to create inclusive growth opportunities for Malaysians and home-grown companies, state news agency Bernama reported on Thursday."
706116,2023-11-16,"Malaysia, Google announce strategic collaboration on skills opportunities - state news agency","The Malaysian government and Google announced a strategic collaboration to create inclusive growth opportunities for Malaysians and home-grown companies, state news agency Bernama reported on Thursday."
706082,2023-11-15,Google antitrust trial crystallizes Apple&rsquo;s risk,"The antitrust case against Google is spelling out some serious problems. According to witness testimony this week, Alphabet&rsquo;s search unit gives Apple more than a third of the ad revenue generated from its iPhones and other devices. If the arrangement were to unravel, it would have very clear impacts for boss Tim Cook and his company&rsquo;s valuation."
705297,2023-11-14,"Alphabet CEO, in Play store trial, acknowledges some materials not retained","Alphabet CEO Sundar Pichai acknowledged in federal court on Tuesday that he sometimes marked documents as ""privileged"" and never turned off a setting that caused internal chats to delete automatically after one day."
705345,2023-11-14,"Alphabet CEO, in Play store trial, acknowledges some materials not retained","In federal court on Tuesday, Alphabet CEO Sundar Pichai acknowledged that he sometimes marked documents as ""privileged"" and never turned off a setting that caused internal chats to automatically delete after one day."
704976,2023-11-14,"Google fined $164,000 for failing to store user data inside Russia","Google was fined 15 million roubles ($164,000) on Tuesday for repeated refusal to store Russian users' data on servers inside Russia, a Moscow court said."
705005,2023-11-14,"Google fined $164,000 for failing to store user data inside Russia","Google was fined 15 million roubles ($164,000) on Tuesday for repeated refusal to store Russian users' data on servers inside Russia, a Moscow court said."
704991,2023-11-14,Russia fines Google 15m roubles for refusing to localise data storage -Ifax,"A Russian court on Tuesday fined Google 15 million roubles ($164,000) for repeated refusal to localise storage of user data in Russia, the Interfax news agency reported."
711785,2023-11-13,US Supreme Court won't hear case against Google over Chrome technology,The U.S. Supreme Court on Monday let stand a decision for Google that overturned a jury's $20 million patent verdict against the tech giant over anti-malware technology in its Chrome web browser.
704632,2023-11-13,Google's expert in US antitrust trial defends billions paid to device makers,"The multi-billion dollar payments that Alphabet's Google makes to Apple, wireless carriers and others are normal competitive behavior and not an abuse of monopoly, an expert called by Google testified on Monday in a blockbuster antitrust trial."
703175,2023-11-09,Google wants AI chatbot Bard to help it reach billions of users,"Google's experimental chatbot Bard is its path to developing another product with two billion users, a director said on Thursday at the Reuters NEXT conference in New York."
697831,2023-10-31,"Alphabet, Match settle Google Play antitrust claims before US trial","Alphabet's Google has settled claims by dating app developer Match Group that it monopolized Android app distribution with its Play Store, leaving &ldquo;Fortnite&rdquo; maker Epic Games as the sole plaintiff in an antitrust trial against Google set to begin Nov. 6."
697843,2023-10-31,"Alphabet, Match settle Google Play antitrust claims before US trial","Alphabet 's Google has settled claims by dating app developer Match Group that it monopolized Android app distribution with its Play Store, leaving &ldquo;Fortnite&rdquo; maker Epic Games as the sole plaintiff in an antitrust trial against Google set to begin Nov. 6."
697102,2023-10-30,Alphabet chief Pichai labored in trenches but rose to defend search giant,"Alphabet CEO Sundar Pichai, who testified on Monday in Washington to defend Google against allegations it broke antitrust law, replaced company co-founder Larry Page as CEO of parent Alphabet in 2019 as regulatory concern about Big Tech was heading toward a fever pitch."
696869,2023-10-30,"Porsche to integrate Google Maps, Assistance into future cars","Porsche will integrate Google Maps, Google Assistance and other apps from Google Play into its future cars, it said on Monday."
696924,2023-10-30,"Porsche to integrate Google Maps, Assistance into future cars","Porsche will integrate Google Maps, Google Assistance and other apps from Google Play into its future cars, it said on Monday."
696742,2023-10-30,Google CEO Sundar Pichai to testify in US antitrust trial,"Sundar Pichai, CEO of Alphabet Inc and its subsidiary Google, will testify on Monday in the once-in-a generation antitrust fight with the U.S. government over Google's dominance of search and some parts of search advertising."
696158,2023-10-27,UPDATE 2-Google agrees to invest up to $2 bln in OpenAI rival Anthropic - WSJ,"Alphabet's Google has agreed to invest up to $2 billion in artificial intelligence startup Anthropic, the Wall Street Journal reported on Friday, citing people familiar with the matter."
696159,2023-10-27,Google agrees to invest up to $2 bln in AI startup Anthropic -WSJ,"Alphabet's Google agreed to invest up to $2 billion in artificial intelligence startup Anthropic, the Wall Street Journal reported on Friday, citing people familiar with the matter. (Reporting by Chavi Mehta in Bengaluru; Editing by Anil D'Silva)"
695583,2023-10-26,Google CEO Sundar Pichai to testify Monday in US Google antitrust trial,"Sundar Pichai, chief executive of Alphabet and its subsidiary Google, will testify on Monday in the once-in-a generation antitrust fight over Google's dominance of search and some parts of search advertising."
695489,2023-10-26,Google executive testifies innovation key to avoid becoming 'next road kill',"Google executive Prabhakar Raghavan on Thursday detailed challenges the search and advertising giant faces from smaller rivals, describing efforts to avoid becoming ""the next road kill."""
691582,2023-10-19,"As Google pushes deeper into AI, publishers see fresh challenges","You may never have to read another news story in your life, if you have artificial intelligence that can digest all the web&rsquo;s information and serve up a summary on demand."
691531,2023-10-19,"As Google pushes deeper into AI, publishers see fresh challenges","You may never have to read another news story in your life, if you have artificial intelligence that can digest all the web&rsquo;s information and serve up a summary on demand."
691466,2023-10-19,Google to start manufacturing smartphones in India with Pixel 8,"Alphabet Inc intends to start manufacturing in India and will partner with international and domestic manufacturers to produce Pixel smartphones locally, starting with Pixel 8, an executive said on Thursday."
691362,2023-10-19,Google bets on India with Pixel smartphone manufacturing,"Alphabet Inc's Google will start manufacturing smartphones in India and its flagship Pixel 8 will be available next year, an executive said on Thursday, as the tech giant joins global companies setting up facilities in the South Asian nation."
691168,2023-10-18,Google executive defends search quality in US antitrust trial,"Alphabet's Google called its first witness on Wednesday in a once-in-a-generation U.S. antitrust trial, putting on the witness stand an executive who detailed the vast effort the company puts into ensuring search quality."
691051,2023-10-18,Google's Russian subsidiary recognised as bankrupt by court - RIA,"Google's Russian subsidiary has been recognised as bankrupt by a Moscow court, the RIA news agency reported on Wednesday, over a year after proceedings began."
691006,2023-10-18,Google's Russian subsidiary recognised as bankrupt by court - RIA,"Google's Russian subsidiary has been recognised as bankrupt by a Moscow court, the RIA news agency reported on Wednesday, over a year after proceedings began."
690946,2023-10-18,UPDATE 1-Google's Russian subsidiary recognised as bankrupt by court -RIA,"Google's Russian subsidiary has been recognised as bankrupt by a Moscow court, the RIA news agency reported on Wednesday, over a year after proceedings began."
690947,2023-10-18,Google's Russian subsidiary recognised as bankrupt by court -RIA,"A Moscow court has recognised Google's Russian subsidiary as bankrupt, the RIA news agency reported on Wednesday, over a year after proceedings began."
690465,2023-10-17,"Qualcomm, Google partner to make RISC-V chip for wearable devices ",Chip designer Qualcomm said on Tuesday it is partnering with Alphabet's Google to make wearable devices like smartwatches using chips based on RISC-V technology.
688166,2023-10-12,Five things to know about the Google antitrust trial as it hits halfway mark,"The U.S. government is near the halfway mark in its court battle with Alphabet's Google, which it has accused of breaking antitrust law with the tactics it used to dominate online search and some aspects of advertising."
688126,2023-10-12,Google to defend generative AI users from copyright claims,"Google said on Thursday that it will defend users of generative artificial-intelligence systems in its Google Cloud and Workspace platforms if they are accused of intellectual property violations, joining Microsoft, Adobe and other companies that have made similar pledges."
688148,2023-10-12,Google to defend generative AI users from copyright claims,"Google said on Thursday that it will defend users of generative artificial-intelligence systems in its Google Cloud and Workspace platforms if they are accused of intellectual property violations, joining Microsoft , Adobe and other companies that have made similar pledges."
688165,2023-10-12,Google to pay German publishers 3.2 mln eur per year on interim basis,"Google has agreed to pay German publishers 3.2 million euros ($3.38 million) a year for its publication of news content pending a decision from the German patent office (DPMA) on the issue, the sides said in separate statements on Thursday."
684667,2023-10-05,Google stopped Samsung from installing search app - ex-executive,"A former executive at Samsung Electronics' venture capital arm who proposed that mobile app developer Branch Metrics' software be installed in Samsung smartphones faced pushback due to pressure from Google, he said on Thursday in a landmark antitrust trial against the Alphabet..."
684046,2023-10-04,US in antitrust trial accuses Google of illegal methods to push up ad prices,A lawyer for the U.S. Justice Department pressed a Google executive on Wednesday about techniques the search and advertising giant used to push up online advertising prices in an allegedly unfair way.
683914,2023-10-04,"Google launches Pixel 8, smartwatch with new AI feature",Alphabet's Google on Wednesday launched Pixel 8 smartphones and a new smartwatch that integrate its artificial intelligence (AI) technology more deeply into the company's consumer gadgets.
683957,2023-10-04,Google launches Pixel 8 smartphones with AI camera features ,"Alphabet's Google on Wednesday launched Pixel 8 smartphones that pack an upgraded core processor and artificial intelligence-based photography features, and a new smartwatch."
683950,2023-10-04,Google to combine generative AI chatbot with virtual assistant,"Google on Wednesday announced plans to add generative artificial intelligence (AI) capabilities to its virtual assistant, and a company executive told Reuters the AI would allow the assistant to do things like help people plan a trip or catch up on emails and then ask follow-up..."
683922,2023-10-04,Google to combine generative AI chatbot with virtual assistant,"Google on Wednesday announced plans to add generative artificial intelligence (AI) capabilities to its virtual assistant, and a company executive told Reuters the AI would allow the assistant to do things like help people plan a trip or catch up on emails and then ask follow-up questions."
682769,2023-10-02,Microsoft CEO says tech giants battling for content to build AI,"Microsoft chief executive Satya Nadella said Monday tech giants were competing for vast troves of content needed to train artificial intelligence, and complained Google was locking up content with expensive and exclusive deals with publishers."
681363,2023-09-28,Microsoft CEO Satya Nadella to testify on Monday in Google antitrust trial,"Microsoft chief executive Satya Nadella is expected to testify on Monday as a witness for the U.S. Justice Department, according to a filing on the docket of its once-in-a generation court fight against Alphabet's Google."
681096,2023-09-28,Microsoft executive says Google deals kept Bing small&nbsp;,WASHINGTON - A Microsoft executive testified on Thursday that Apple and other smartphone makers turned down revenue sharing agreements that would have helped his company's Bing search engine - keeping Google in its dominant position on those devices as the default search...
680609,2023-09-27,Google created hurdles to protect smartphone foothold -small search firm,"The founder of Branch Metrics, which developed a method of searching within smartphone apps, told a U.S. antitrust trial on Wednesday how his company struggled to integrate with devices because of steps Google took to block them."
680371,2023-09-26,Google's 25-year journey from dorm to internet dominance,"More than 25 years ago, two students at Stanford University brainstormed in their dormitory and came up with an idea - to create an internet search engine that would organize web pages and also rank them."
679953,2023-09-26,Google's 25-year journey from dorm to internet dominance,"More than 25 years ago, two students at Stanford University brainstormed in their dormitory and came up with an idea - to create an internet search engine that would organize web pages and also rank them."
677883,2023-09-21,DuckDuckGo says market share constrained by rival Google's huge wallet,The CEO of internet search engine company DuckDuckGo testified on Thursday that his company struggled to grow its market share because Google was paying key companies billions of dollars to keep its search engine as the default on computers or mobile devices.
675857,2023-09-18,Verizon executive testifies Google search always pre-installed on mobile phones,"The U.S. Justice Department on Monday questioned a Verizon executive about the company's decision to always pre-install Google's Chrome browser with Google search on its mobile phones, as the government sought to show that Alphabet's Google broke antitrust law to maintain..."
675107,2023-09-15,Verizon executive kicks off week two of US v Google antitrust trial,"The Justice Department's first witness when the government kicks off the second week of the Google antitrust trial will be a Verizon executive, who will likely face questions about agreements that the search and advertising giant reached with wireless carriers to be the..."
674517,2023-09-15,Google nears release of AI software Gemini - The Information,"Alphabet's Google has given a small group of companies access to an early version of Gemini, its conversational artificial intelligence software, The Information reported on Thursday, citing people familiar with the matter."
674492,2023-09-15,Google nears release of AI software Gemini - The Information,"Alphabet's Google has given a small group of companies access to an early version of Gemini, its conversational artificial intelligence software, The Information reported on Thursday, citing people familiar with the matter."
674541,2023-09-15,Google nears release of AI software Gemini - The Information,"Alphabet's Google has given a small group of companies an early access to a version of Gemini, its conversational artificial intelligence software, The Information reported on Thursday, citing people familiar with the matter."
674519,2023-09-14,Google reaches $93 million privacy settlement with California,Google will pay California $93 million to resolve a lawsuit accusing the search engine company of misleading consumers about its location tracking practices.
674497,2023-09-14,Google reaches $93 million privacy settlement with California,Google will pay California $93 million to resolve a lawsuit accusing the search engine company of misleading consumers about its location tracking practices.
673588,2023-09-13,Alphabet&rsquo;s glib but effective defense: Google it,"Want to know how to remove Google as the iPhone&rsquo;s default search tool? Check Google, the company&rsquo;s lawyer, John Schmidtlein, said in court. According to him, the search engine operated by Alphabet enlists Apple to answer the query by directing users to its website. So goes the complicated ways Silicon Valley will be dragged into this important fight over allegedly anticompetitive behavior."
673037,2023-09-12,DOJ fights uphill battle; Google a losing one,"The U.S. Department of Justice and a coalition of state attorneys general started an antitrust trial against Alphabet&rsquo;s Google on Tuesday, kicking off the most high-profile technology lawsuit in decades. The government, in its opening statements, argued that the $1.7 trillion company&rsquo;s search engine partnerships illegally protected its monopoly, harming consumers. Google, meanwhile, touted its superior tool. History suggests such cases will be difficult for the government to win. Google, though, is fighting a losing battle."
672869,2023-09-12,US takes on Google in much-anticipated antitrust trial,"The United States will argue on Tuesday that Google did not play by the rules in its efforts to dominate online search, as a trial seen as a battle for the soul of the internet gets underway before a federal judge in Washington."
672795,2023-09-12,Dutch groups sue Google over alleged privacy violations,"The Dutch consumers' association Consumentenbond together with the Privacy Protection Foundation issued legal proceedings against Google on Tuesday for alleged large-scale privacy violations, they said in a statement."
672740,2023-09-12,Dutch groups sue Google over alleged privacy violations,"The Dutch consumers' association Consumentenbond together with the Privacy Protection Foundation issued legal proceedings against Google on Tuesday for alleged large-scale privacy violations, they said in a statement."
672218,2023-09-11,Explainer-Why is the US suing Google for antitrust violations?,"The U.S. Justice Department and a coalition of state attorneys general on Tuesday will begin a blockbuster antitrust trial in Washington, alleging that Alphabet's Google unlawfully abused its dominance in the search-engine market to maintain monopoly power."
672217,2023-09-11,Google's rivals get day in court as momentous US antitrust trial begins,"DuckDuckGo, which has long complained that Google's tactics have made it too tough to get people to use their search engine on a mobile phone, will be one of many rivals to the online search giant eyeing a once-in-a-generation antitrust trial set to begin Tuesday."
669643,2023-09-06,Google reaches tentative settlement in US Play Store lawsuit,"Alphabet's Google on Tuesday tentatively settled a class action by 21 million consumers alleging that it had violated U.S. federal antitrust rules by overcharging customers on its U.S. Google Play Store, according to a court filing."
667005,2023-08-31,"Google introduces generative AI to Search in India, Japan","Alphabet's Google said on Wednesday it introduced generative artificial intelligence to its Search tool for users in India and Japan that will show text or visual results to prompts, including summaries."
666298,2023-08-29,Google Cloud to open office in El Salvador in seven-year partnership,"Google Cloud and the government of El Salvador announced a multi-year agreement on Tuesday that will establish an office and deliver Google Distributed Cloud services in the Central American country, Google Cloud said in a statement."
666301,2023-08-29,Google Cloud to open office in El Salvador in seven-year partnership,"Google Cloud and the government of El Salvador announced a multi-year agreement on Tuesday that will establish an office and deliver Google Distributed Cloud services in the Central American country, Google Cloud said in a statement."
666156,2023-08-29,"Google unveils enterprise AI tools, new AI chip",Google unveiled a swath of fresh artificial-intelligence technology and partnerships on Tuesday that were geared toward bringing more of the growing technology to large businesses.
666118,2023-08-29,"Google unveils enterprise AI tools, new AI chip",Google unveiled a swath of fresh artificial-intelligence technology and partnerships on Tuesday that were geared toward bringing more of the growing technology to large businesses.
665861,2023-08-28,US judge set to decertify Google Play class action,A U.S. judge plans to free Google from having to defend against a class action by 21 million consumers who claimed it violated federal antitrust law by overcharging them in its Google Play app store.
665815,2023-08-28,MEDIA-Google to begin selling maps data to companies building solar products - CNBC,-- Note: Reuters has not verified this story and does not vouch for its accuracy
664556,2023-08-24,US judge dismisses Republican National Committee's email spam suit against Google,A U.S. judge on Thursday dismissed a lawsuit against Alphabet Inc's Google that was brought late last year by the Republican National Committee for allegedly sending its emails to users' spam folders.
661201,2023-08-17,Russia fines Google for not deleting 'fake information' about Ukraine conflict -TASS,"Russia on Thursday fined Alphabet's Google 3 million roubles ($31,845) for not deleting what it said was fake information about what Moscow calls its ""special military operation"" in Ukraine, the TASS news agency reported."
660740,2023-08-16,Researchers use cloud to replicate supercomputer for heart disease study,"A scientist at Harvard used Google's cloud platform to clone a supercomputer for a heart disease study, in a novel move that other researchers could follow to get around a shortage of powerful computing resources and speed up their work."
660776,2023-08-16,Researchers use cloud to replicate supercomputer for heart disease study,"A scientist at Harvard used Google's cloud platform to clone a supercomputer for a heart disease study, in a novel move that other researchers could follow to get around a shortage of powerful computing resources and speed up their work."
660494,2023-08-15,"Google to train 20,000 Nigerians in digital skills","Google plans to train 20,000 Nigerian women and youth in digital skills and provide a grant of 1.2 billion naira ($1.6 million) to help the government's create one million digital jobs in the country, its Africa executives said on Tuesday."
660508,2023-08-15,"Google to train 20,000 Nigerians in digital skills","Google plans to train 20,000 Nigerian women and youth in digital skills and provide a grant of 1.2 billion naira ($1.6 million) to help the government's create one million digital jobs in the country, its Africa executives said on Tuesday."
657648,2023-08-09,UK retailer John Lewis boosts AI capability with Google deal,"British retailer John Lewis Partnership has agreed a five-year deal with Alphabet Inc's Google Cloud, enabling it to harness the latest artificial intelligence (AI) and machine learning (ML) technology."
657657,2023-08-09,Britain's John Lewis signs deal with Alphabet's Google Cloud ,Waitrose supermarket chain-owner John Lewis Partnership said on Wednesday it had signed an agreement with Alphabet Inc's Google Cloud worth 100 million pounds ($127.5 million) over the next five years.
657308,2023-08-08,Google makes emergency request to block Texas antitrust lawsuit move,Google asked a U.S. appeals court in New York on Tuesday to pause a decision to return an antitrust lawsuit filed by the state of Texas back to federal court in Texas.
657314,2023-08-08,"Google, Universal Music in talks for deal on AI 'deepfakes' - FT","Alphabet's Google and Universal Music are in talks to license artists' voices and melodies for artificial intelligence-generated songs, Financial Times reported on Tuesday, citing four people familiar with the matter."
657287,2023-08-08,"Google, Universal Music in talks for deal on AI 'deepfakes' - FT","Alphabet's Google and Universal Music are in talks to license artists' voices and melodies for artificial intelligence-generated songs, Financial Times reported on Tuesday, citing four people familiar with the matter."
657231,2023-08-08,Google fails to end $5 billion consumer privacy lawsuit,A U.S. judge rejected Google's bid to dismiss a lawsuit claiming it invaded the privacy of millions of people by secretly tracking their internet use.
657179,2023-08-08,Google fails to end $5 billion consumer privacy lawsuit,A U.S. judge rejected Google's bid to dismiss a lawsuit claiming it invaded the privacy of millions of people by secretly tracking their internet use.
655873,2023-08-04,Judge allows key US antitrust Google search claims to go to trial,A U.S. judge hearing the Justice Department's antitrust lawsuit accusing Google of unlawfully maintaining monopolies in the internet search market let stand key claims made by the federal government.
655876,2023-08-04,Judge allows key US antitrust Google search claims to go to trial,A U.S. judge hearing the Justice Department's lawsuit against Alphabet's Google alleging it broke antitrust law in search let stand key claims made by the government.
655352,2023-08-03,Judicial panel refuses to pause return of Texas lawsuit against Google,Texas won a round in its antitrust lawsuit with Alphabet's Google on Thursday after a U.S. judicial panel refused to pause a decision to return the lawsuit to federal court in Texas.
652949,2023-07-31,Italian watchdog OKs Google's commitments to end data case,Italy's AGCM competition watchdog said on Monday it had accepted commitments proposed by Google to end a case over the tech giant's alleged abuse of its dominant position in the user data portability market.
650318,2023-07-24,"Google owes $338.7 million in Chromecast patent case, US jury says","Alphabet's Google violated a software developer's patent rights with its remote-streaming technology and must pay $338.7 million in damages, a federal jury in Waco, Texas decided on Friday."
648929,2023-07-20,"Google explores AI tools for journalists, in talks with publishers","Google is exploring using artificial intelligence tools to write news articles and is in talks with news organizations to use the tools to assist journalists, a company spokesperson said late on Wednesday."
648321,2023-07-19,Google says court order on Disney app fee in India temporary,Google said on Wednesday an Indian court's directive ordering the company to charge a lower 4% in-app payment on Disney's streaming service in the country was a temporary measure until the court proceedings play out.
647817,2023-07-18,Disney approaches Indian court in Google in-app billing&nbsp;dispute - source,"Walt Disney has approached a state court in India in an ongoing legal challenge against Google's in-app billing system, a source familiar with the matter told Reuters on Tuesday."
642130,2023-07-06,Google accuses India antitrust body of protecting Amazon in Android probe,"Google has accused India's antitrust body of ordering changes to its business model ""only to protect"" rival Amazon, which complained about its struggles to develop a modified version of the Android system due to Google's restrictions, legal papers show."
642195,2023-07-06,Google accuses India antitrust body of protecting Amazon in Android probe,"Google has accused India's antitrust body of ordering changes to its business model ""only to protect"" rival Amazon, which complained about its struggles to develop a modified version of the Android system due to Google's restrictions, legal papers show."
639279,2023-06-29,Google to block news links in Canada over law on paying publishers - statement,"Google will remove links to Canadian news from search results and other products in Canada when a law requiring internet giants to pay news publishers comes into effect, the Alphabet-owned company said on Thursday."
638041,2023-06-27,"Google aims to avoid 'perverse' regulation in Brazil, says executive","The top executive of Google Brazil said on Tuesday the company encourages greater dialogue around regulating digital platforms in the country, in order to change a bill that might turn out to be ""perverse"" for everyone."
637786,2023-06-27,Russian court fines Google an additional $47 million,"A Russian court has fined Alphabet's Google 4 billion roubles ($47 million) for failing to pay an earlier fine over alleged abuse of its dominant position in the video hosting market, the country's anti-monopoly watchdog said on Tuesday."
637821,2023-06-27,Russian court fines Google an additional $47 million,"A Russian court has fined Alphabet's Google 4 billion roubles ($47 million) for failing to pay an earlier fine over alleged abuse of its dominant position in the video hosting market, the country's anti-monopoly watchdog said on Tuesday."
637730,2023-06-27,Russian court slaps additional $47 mln fine on Google owner Alphabet,"A Russian court has fined Alphabet Inc, the company behind Google, over 4 billion roubles ($47 million) for failing to pay an earlier fine, Russia's anti-monopoly watchdog said on Tuesday."
637312,2023-06-26,Google asks India's top court to quash Android antitrust directives -sources,"Google has urged India's Supreme Court to quash antitrust directives against it for abuse of the Android market, two sources said, as its presses its legal battle against the competition watchdog in one of its most important markets."
637243,2023-06-26,Google asks India's top court to quash Android antitrust directives -sources,"Google has urged India's Supreme Court to quash antitrust directives against it for abuse of the Android market, two sources said, as its presses its legal battle against the competition watchdog in one of its most important markets."
637230,2023-06-26,Google asks India's top court to quash Android antitrust directives - sources,"Google has urged India's Supreme Court to quash antitrust directives against it for abuse of the Android market, two sources said, as its presses its legal battle against the competition watchdog in one of its most important markets."
637180,2023-06-26,US Supreme Court lets Google win stand against Genius suit over song lyrics,The U.S. Supreme Court on Monday declined to hear a bid by website Genius to revive its lawsuit accusing Alphabet's Google of misusing its transcripts of song lyrics in search engine results without a license.
635276,2023-06-22,Tech companies including Google gripe about unfair cloud practices,"Technology trade groups as well as Alphabet's Google have griped to the Federal Trade Commission about allegedly unfair business practices in the cloud, including by the industry's No. 2 by market share Microsoft."
635259,2023-06-21,Tech companies including Google gripe about unfair cloud practices,"Technology trade groups as well as Alphabet's Google have griped to the Federal Trade Commission about allegedly unfair business practices in the cloud, including by the industry's No. 2 by market share Microsoft ."
635006,2023-06-21,Google hit with $15 mln verdict in US trial over audio patents,"Alphabet's Google must pay patent holding company Personal Audio LLC $15.1 million for infringing two patents related to audio software, a Delaware federal jury said in a verdict made public on Wednesday."
635101,2023-06-21,UPDATE 2-Google accuses Microsoft of anticompetitive cloud practices - The Information,"Alphabet's Google formally filed a complaint to the U.S. Federal Trade Commission on Tuesday saying Microsoft used its dominant position in enterprise software to push customers towards its cloud services, The Information reported on Wednesday."
635105,2023-06-21,Google accuses Microsoft of anticompetitive cloud practices - The Information ,"Alphabet's Google on Tuesday formally filed a complaint to the U.S. Federal Trade Commission saying Microsoft used its dominant position in enterprise software to push customers towards its cloud services, The Information reported on Wednesday. (Reporting by Urvi Dugar in..."
634816,2023-06-21,German cartel office: some Google Automotive Services practices anti-competitive,Germany's cartel office said on Wednesday that a number of Google's practices in connection with Google Automotive Services are anti-competitive and that it intends to prohibit them.
