Id,Date,Title,Short Description
708174,2023-11-22,Nvidia shares drop as China worries overshadow stellar forecast,"Nvidia shares fell nearly 4% on Wednesday on fears that widening U.S. chip curbs would sap growth in China, its third largest market, and curtail the AI-driven boom in its business."
707928,2023-11-21,Nvidia outlook beats expectations but China worries linger,"Chip designer Nvidia said on Tuesday it expects a steep drop in fourth-quarter sales in China - a key revenue generator - in the wake of new U.S. rules, but forecast overall revenue above Wall Street targets as supply-chain issues ease."
707938,2023-11-21,Trading in Nvidia ETFs shows traders preparing for upbeat earnings,Trading volumes in leveraged ETFs tied to Nvidia on Tuesday showed many traders anticipate yet another upside earnings surprise and bullish outlook when the chipmaker reports quarterly results after the bell.
707502,2023-11-20,"Nvidia's AI heft to power results again, Wall St seeks China clarity",Artificial intelligence chip leader Nvidia will likely deliver yet another blockbuster revenue forecast on Tuesday. But the real focus will be on whether widening U.S. curbs on sales of its high-end chips to China could hamper that run.
704739,2023-11-13,Nvidia upgrades flagship chip to handle bigger AI systems,"Nvidia on Monday added new features to its top-of-the-line chip for artificial intelligence, saying the new offering will start to roll out next year with Amazon.com, Alphabet's Google and Oracle."
704718,2023-11-13,Nvidia upgrades flagship chip to handle bigger AI systems,"Nvidia on Monday added new features to its top-of-the-line chip for artificial intelligence, saying the new offering will start to roll out next year with Amazon.com , Alphabet's Google and Oracle ."
703817,2023-11-11,"U.S. in game of ""catch me if you can"" with Nvidia on rules - China media","U.S. curbs on China have created a game of ""catch me if you can"" with U.S. chip giant Nvidia and other companies, which affect the interests of both countries and will accelerate Chinese innovation, the Global Times newspaper said on Saturday."
703816,2023-11-11,"U.S. in game of ""catch me if you can"" with Nvidia on rules - China media","U.S. curbs on China have created a game of ""catch me if you can"" with U.S. chip giant Nvidia and other companies, which affect the interests of both countries and will accelerate Chinese innovation, the Global Times newspaper said on Saturday."
702598,2023-11-09,Nvidia plans to release three new chips for China - local media,"Nvidia is planning to release three new chips for China, local media reported on Thursday, weeks after the U.S. blocked it from selling two high-end artificial intelligence (AI) chips and one of its top gaming chips to Chinese firms."
698973,2023-11-02,Bullish fund tied to Nvidia top performing ETF so far this year,"An exchange traded fund (ETF) tied to high-flying shares of U.S. chipmaker Nvidia Corp is the top-performing ETF so far this year, as the frenzy around artificial intelligence attracts buyers."
711828,2023-10-30,Nvidia tests chatbots in chip design process in bid to use more AI,Nvidia on Monday published new research into using chatbots that can generate human-like responses in the process of designing semiconductors.
696997,2023-10-30,Nvidia tests chatbots in chip design process in bid to use more AI ,Nvidia on Monday published new research into using chatbots that can generate human-like responses in the process of designing semiconductors.
693913,2023-10-24,Nvidia says U.S. speeded up new export curbs on AI chips,Chip designer Nvidia said new U.S. export curbs on the sale of its high-end artificial intelligence chips to China came into effect on Monday as regulators advanced the deadline.
693365,2023-10-23,Exclusive: Nvidia to make Arm-based PC chips in major new challenge to Intel,Nvidia dominates the market for AI computing chips. Now it is coming after Intel&rsquo;s longtime stronghold.
690535,2023-10-17,Nvidia details advanced AI chips blocked by new export controls,Nvidia said on Tuesday that new U.S. export restrictions will block sales of two high-end artificial intelligence chips it created for the Chinese market and that one of its top-of-the-line gaming chips will also be blocked.
690563,2023-10-17,Nvidia may be forced to shift out of some countries after new US export curbs,Nvidia said it may be forced to move some business operations out of countries that are in the purview of U.S. export curbs after the Biden administration on Tuesday expanded its restrictions on export of certain high-end technology.
690381,2023-10-17,NVIDIA: does not expect near-term impact from new U.S. curbs on AI exports to China,"Nvidia, the world's most valuable chipmaker, said on Tuesday it does not expect a near-term meaningful impact on financial results from new U.s. curbs on AI exports to China."
684683,2023-10-05,"Losses widen, cash needed at chip startup Graphcore, an Nvidia rival -filing","Artificial intelligence chipmaker Graphcore said it needed to raise cash due to widening losses, according to a filing, as Nvidia's dominance in AI chips has chilled funding for startups looking to compete directly."
684656,2023-10-05,"Losses widen, cash needed at chip startup Graphcore, an Nvidia rival, filing shows","Artificial intelligence chipmaker Graphcore said it needed to raise cash due to widening losses, according to a filing, as Nvidia's dominance in AI chips has chilled funding for startups looking to compete directly."
682610,2023-10-02,"No formal investigation into AI chips, EU antitrust regulators say","EU antitrust regulators have not opened a formal investigation into chips used for artificial intelligence, the European Commission said on Monday, days after the French competition authority raided Nvidia for alleged anti-competitive practices."
682576,2023-10-02,"No formal investigation into AI chips, EU antitrust regulators say","EU antitrust regulators have not opened a formal investigation into chips used for artificial intelligence, the European Commission said on Monday, days after the French competition authority raided Nvidia for alleged anti-competitive practices."
681801,2023-09-29,EU examines Nvidia-dominated AI chip market's abuses - Bloomberg News,"The European Union is examining alleged anticompetitive practices in chips used for artificial intelligence, a market that Nvidia dominates, Bloomberg News reported on Friday, citing people familiar with the matter."
681804,2023-09-29,EU starts early-stage probe into Nvidia-dominated AI chip market abuses - Bloomberg News,"The European Union is examining alleged anticompetitive abuses in chips used for artificial intelligence, a market which Nvidia dominates, Bloomberg News reported on Friday, citing people familiar with the matter. (Reporting by Chavi Mehta in Bengaluru; Editing by Shilpi..."
681637,2023-09-29,Explainer-Why is France raiding a graphics card company?,A raid by French authorities of the offices of a technology firm named as Nvidia in media reports is the latest among a string of such actions by European regulators as they look to check the dominance of Big Tech companies from thwarting competition.
681718,2023-09-29,Why is France raiding a graphics card company?,A raid by French authorities of the offices of a technology firm named as Nvidia in media reports is the latest among a string of such actions by European regulators as they look to check the dominance of Big Tech companies from thwarting competition.
681640,2023-09-29,EXPLAINER-Why is France raiding a graphics card company?,A raid by French authorities of the offices of a technology firm named as Nvidia in media reports is the latest among a string of such actions by European regulators as they look to check the dominance of Big Tech companies from thwarting competition.
681283,2023-09-28,Nvidia's French offices raided in cloud-computing competition inquiry -WSJ,"France's competition authority raided Nvidia's local offices this week on suspicion the chipmaker engaged in anticompetitive practices, the Wall Street Journal reported on Thursday."
681249,2023-09-28,Nvidia's French offices raided in cloud-computing competition inquiry -WSJ,"France's competition authority raided Nvidia's local offices this week on suspicion the chipmaker engaged in anticompetitive practices, the Wall Street Journal reported on Thursday."
681286,2023-09-28,Nvidia's French offices raided in cloud-computing competition inquiry - WSJ,"France's competition authority raided Nvidia's local offices this week on suspicion the company engaged in anticompetitive practices, the Wall Street Journal reported on Thursday. (Reporting by Samrhitha Arunasalam in Bengaluru; Editing by Shweta Agarwal)"
673806,2023-09-13,Direxion rolls out Nvidia-focused ETFs for bulls and bears,"Direxion is rolling out two new exchange-traded funds (ETFs) tied to the price movement in shares of Nvidia Corp, the financial products provider said on Wednesday, seeking to capitalize on excitement over developments in artificial intelligence that helped boost stocks..."
672787,2023-09-12,"AI chip startup Enfabrica raises $125 million, with backing from Nvidia","Enfabrica, a Silicon Valley chip startup working on networking chips for artificial intelligence data centers, said on Tuesday that it has raised $125 million in venture capital, with Nvidia joining as a strategic investor."
672753,2023-09-12,"AI chip startup Enfabrica raises $125 mln, with backing from Nvidia","Enfabrica, a Silicon Valley chip startup working on networking chips for artificial intelligence data centers, said on Tuesday that it has raised $125 million in venture capital, with Nvidia joining as a strategic investor."
671334,2023-09-08,Nvidia enters AI partnership with India's Tata Group ,"Nvidia and India's Tata Group will partner to deliver computing infrastructure and platforms for developing artificial intelligence-based solutions, the U.S. chip designer said on Friday. (Reporting by Ashish Chandra in Bengaluru; Editing by Arun Koyyur)"
671206,2023-09-08,India's Tata Group set to announce AI partnership with Nvidia - source,"India's Tata Group is set to announce an AI partnership with U.S. chip firm Nvidia, a source with direct knowledge of the matter told Reuters."
671282,2023-09-08,India's Tata Group set to announce AI partnership with Nvidia - source,"India's Tata Group is set to announce an AI partnership with U.S. chip firm Nvidia , a source with direct knowledge of the matter told Reuters."
671184,2023-09-08,"Nvidia, India's Reliance strike AI partnership for apps, language models","U.S. chip firm Nvidia and telecom-to-retail giant Reliance on Friday announced an AI partnership to create language models, generative apps and a cloud infrastructure platform for AI development in the South Asian nation."
667722,2023-09-01,Google DeepMind co-founder calls for US to enforce AI standards - FT,"The U.S. should allow Nvidia's artificial intelligence (AI) chips only to buyers who agree to ethically use the technology, Google DeepMind's co-founder Mustafa Suleyman told the Financial Times on Friday."
667706,2023-09-01,"Google DeepMind co-founder calls for US to enforce AI standards, Financial Times reports","The U.S. should allow Nvidia's artificial intelligence (AI) chips only to buyers who agree to ethically use the technology, Google DeepMind's co-founder Mustafa Suleyman told the Financial Times on Friday."
667646,2023-09-01,DeepMind co-founder says US should restrict Nvidia's AI chips sales - FT,"The U.S. should restrict sales of Nvidia chips that play a dominant role in training advanced AI technology to buyers who agree to safe and ethical uses of the technology, Google DeepMind Mustafa Suleyman told the Financial Times."
667383,2023-08-31,U.S. denies blocking chip sales to Middle East,"The Biden administration ""has not blocked chip sales to the Middle East,"" a U.S. Department of Commerce spokesperson said on Thursday, after disclosures that Washington had expanded export license requirements for Nvidia and Advanced Micro Devices artificial-intelligence chips."
667344,2023-08-31,U.S. denies blocking chip sales to Middle East,"The Biden administration ""has not blocked chip sales to the Middle East,"" a U.S. Department of Commerce spokesperson said on Thursday, after disclosures that Washington had expanded export license requirements for Nvidia and Advanced Micro Devices artificial-intelligence..."
667385,2023-08-31,U.S. says it has not blocked chip sales to Middle East,"A U.S. Department of Commerce spokesperson on Thursday said the Biden administration ""has not blocked chip sales to the Middle East."""
666933,2023-08-30,US curbs AI chip exports from Nvidia to some Middle East countries,"The U.S. expanded the restriction of exports of sophisticated Nvidia artificial-intelligence chips beyond China to other regions including some countries in the Middle East, the company said in a regulatory filing this week."
666960,2023-08-30,US restricts exports of some Nvidia chips to Middle East countries -filing,"The U.S. government has imposed restrictions on some Nvidia AI chip exports to certain countries in the Middle East, the company said in a regulatory filing this week."
666549,2023-08-30,Analysis-Funds punished for owning too few Nvidia shares after stunning 230% rally,Nvidia Corp&rsquo;s soaring rally has thrilled investors this year - except for the sizeable number of fund managers who avoided what they believe to be an expensive stock.
666566,2023-08-30,Analysis: Funds punished for owning too few Nvidia shares after stunning 230% rally,Nvidia Corp&rsquo;s soaring rally has thrilled investors this year - except for the sizeable number of fund managers who avoided what they believe to be an expensive stock.
665813,2023-08-28,Nvidia's forward PE ratio tumbles to lowest in eight months,Increased analysts' estimates since Nvidia's strong quarterly report last week have left the world's most valuable chipmaker trading at its lowest forward earnings multiple in eight months.
665800,2023-08-28,Nvidia's forward PE ratio tumbles to lowest in eight months,Increased analysts' estimates since Nvidia's strong quarterly report last week have left the world's most valuable chipmaker trading at its lowest forward earnings multiple in eight months.
664616,2023-08-25,Nvidia's $25 billion buyback 'a head-scratcher' for some shareholders,"Nvidia's move to buy back $25 billion of its shares after its stock has more than tripled this year caught some investors off-guard, even as they cheered a stellar second-quarter report."
664358,2023-08-24,Nvidia short sellers lose $826 million as stock jumps after strong forecast,"Investors with short position on Nvidia lost $826 million in mark-to-market losses on Thursday, data from analytics firm S3 Partners showed, as the world's largest chipmaker's shares surged after a strong revenue forecast."
664329,2023-08-24,Nvidia short sellers lose $826 mln as stock jumps after strong forecast,"Investors with short position on Nvidia lost $826 million in mark-to-market losses on Thursday, data from analytics firm S3 Partners showed, as the world's largest chipmaker's shares surged after a strong revenue forecast."
664207,2023-08-24,Xpeng's former autonomous driving head joins Nvidia ,"The former vice president of autonomous driving at Chinese electric vehicle maker Xpeng , Wu Xinhou, is joining U.S. artificial intelligence giant Nvidia, he said on Thursday."
664048,2023-08-24,"Nvidia results burnish AI rally, lift global tech shares","Shares of Nvidia jumped 8.5% in premarket trading on Thursday, lifting tech shares around the world, after the company forecast quarterly revenue that smashed expectations and announced a $25 billion buyback."
664087,2023-08-24,REFILE-Nvidia's Frankfurt shares surge as stellar results seen keeping AI rally alive,"Frankfurt-listed shares of Nvidia jumped 8.7% on Thursday, lifting tech shares around the world, after the company forecast quarterly revenue that smashed expectations and announced a $25 billion buyback."
664014,2023-08-24,AI frenzy&rsquo;s feedback loop stuffs Nvidia,"The ducks on Wall Street are quacking for artificial intelligence, and that means Nvidia gets fed. The $1.2 trillion chip designer said on Wednesday that it generated $13.5 billion in revenue in the second quarter, twice as much as the same quarter a year ago. As long as investors continue to incentivize big technology firms&rsquo; outsized spending on the semiconductors that power the likes of ChatGPT, Nvidia&rsquo;s explosive growth is likely to hold up."
663970,2023-08-24,Nvidia bets $25 bln that AI boom is far from over,Nvidia's CEO Jensen Huang said he expects the artificial intelligence boom will last well into next year and made what could be the largest single bet yet in the tech sector to back up his optimism.
663895,2023-08-23,Nvidia's forecast lifts AI stocks and Nasdaq futures,"Nvidia's strong quarterly revenue forecast delivered on Wall Street's high expectations on Wednesday, sparking gains in a range of AI-related stocks and giving a jolt to a stalled U.S. stock market recovery."
663918,2023-08-23,Nvidia's forecast adds fuel to rally in AI tech stocks,"Nvidia's strong quarterly revenue forecast delivered on Wall Street's high expectations on Wednesday, sparking gains in a range of AI-related stocks and giving a jolt to a stalled out U.S. stock market recovery."
663798,2023-08-23,"Nvidia adds jet fuel to AI optimism with record results, $25 billion buyback","Nvidia far exceeded expectations with its quarterly revenue forecast on Wednesday as an artificial-intelligence boom fueled demand for its chips and said it would buy back $25 billion in stock, sending its shares soaring after hours."
663577,2023-08-23,Nvidia shares up on hopes of strong results powering another AI rally,Nvidia shares rose 0.5% on Wednesday on growing expectations that the chip designer will deliver another strong outlook and boost markets as it reaps the benefits of early investments in artificial intelligence.
663625,2023-08-23,Nvidia shares up on hopes of strong results powering another AI rally,Nvidia shares rose on Wednesday before the bell on growing expectations that the chip designer will deliver another strong outlook and boost markets as it reaps the benefits of early investments in artificial intelligence. Shares of the most valuable chip company had briefly...
663405,2023-08-23,Analysis-Investors look to AI-darling Nvidia's earnings as US stocks rally wobbles,Bullish investors are hoping Wednesday's earnings report from chip heavyweight Nvidia can rejuvenate a U.S. stocks rally that has stumbled in recent weeks.
663263,2023-08-22,"Nvidia drops from record high, tracking market fall; AI bets support outlook","Nvidia shares fell from an all-time high on Tuesday, moving in line with the overall market sluggishness, but investors are still optimistic about quarterly results of the chip designer that has been the biggest beneficiary of a boom in artificial intelligence."
663264,2023-08-22,Nvidia options show traders positioned for outsized share move after earnings,"Traders in the U.S. equity options market are expecting a larger-than-usual swing in Nvidia's shares following the chipmaker's quarterly results after the close on Wednesday, options market data showed."
663239,2023-08-22,Nvidia options show traders positioned for outsized share move after earnings,"Traders in the U.S. equity options market are expecting a larger-than-usual swing in Nvidia's shares following the chipmaker's quarterly results after the close on Wednesday, options market data showed."
663176,2023-08-22,"VMware, Nvidia target businesses that want their own AI",VMware Inc on Tuesday said it has developed a new set of software tools in partnership with Nvidia Corp aimed at businesses which want to develop generative artificial intelligence in their own data centers rather than the cloud.
663152,2023-08-22,"VMware, Nvidia target businesses that want their own AI",VMware Inc on Tuesday said it has developed a new set of software tools in partnership with Nvidia Corp aimed at businesses which want to develop generative artificial intelligence in their own data centers rather than the cloud.
663082,2023-08-22,Nvidia shares rise as AI boom lifts hopes of another strong revenue forecast,Nvidia shares rose on Tuesday before the bell in a buildup in expectations over the quarterly results of the chip designer that has been the biggest beneficiary of a boom in artificial intelligence.
663043,2023-08-22,Nvidia hits record high as AI boom lifts bets on another strong forecast,Nvidia shares hit an all-time high on Tuesday in a buildup in expectations over the quarterly results of the chip designer that has been the biggest beneficiary of a boom in artificial intelligence.
662529,2023-08-21,"PREVIEW Nvidia earnings will be major test for AI demand, market rally","Nvidia investors expect the chip designer to forecast quarterly revenue above estimates when it reports results on Wednesday. Their only question is, by how much?"
662558,2023-08-21,"CORRECTED-PREVIEW-Nvidia earnings will be major test for AI demand, market rally ","Nvidia investors expect the chip designer to forecast quarterly revenue above estimates when it reports results on Wednesday. Their only question is, by how much?"
657257,2023-08-08,Nvidia launches new AI chip configuration,Nvidia announced a new configuration on Tuesday for its advanced artificial intelligence chips that is designed to speed generative AI applications.
657182,2023-08-08,Nvidia launches new AI chip configuration,Nvidia announced a new configuration on Tuesday for its advanced artificial intelligence chips that is designed to speed generative AI applications.
645019,2023-07-12,Nvidia invests $50 million in Recursion to train AI models for drug discovery,"Nvidia invested $50 million to speed up training of biotech firm Recursion's artificial intelligence models for drug discovery, which the chip designer can then potentially license out, the companies said on Wednesday."
639970,2023-06-30,"AMD's AI chips could match Nvidia's offerings, software firm says","Artificial intelligence chips from Advanced Micro Devices are about 80% as fast as those from Nvidia Corp , with a future path to matching their performance, according a Friday report by an AI software firm."
638720,2023-06-28,Oracle spending 'billions' on Nvidia chips this year - Ellison,"Oracle Corp is spending ""billions"" of dollars on chips from Nvidia Corp as it expands a cloud computing service targeting a new wave of artificial intelligence (AI) companies, Oracle founder and Chairman Larry Ellison said on Wednesday."
638705,2023-06-28,"Oracle spending 'billions' on Nvidia chips this year, Ellison says","Oracle Corp is spending ""billions"" of dollars on chips from Nvidia Corp as it expands a cloud computing service targeting a new wave of artificial intelligence (AI) companies, Oracle founder and Chairman Larry Ellison said on Wednesday."
638509,2023-06-28,Nvidia CFO expects no immediate impact from reported China export restrictions,"Nvidia's Chief Financial Officer Colette Kress said the chip company expects no ""immediate material impact"" from the reported new restrictions on exports of AI chips to China but warned such curbs would harm its business in the future."
638454,2023-06-28,Nvidia CFO expects no immediate impact from reported China export restrictions,"Nvidia's Chief Financial Officer Colette Kress said the chip company expects no ""immediate material impact"" from the reported new restrictions on exports of AI chips to China but warned such curbs would harm its business in the future."
638511,2023-06-28,Nvidia sees no material impact from reported AI chip restrictions on China - CNBC,"Nvidia expects no immediate material impact from the reported new restrictions on exports of artificial intelligence chips to China, CNBC reported on Wednesday citing CFO Colette Kress."
637862,2023-06-27,New benchmark tests speed of systems training ChatGPT-like chatbots,"MLCommons, a group that develops benchmark tests for artificial intelligence (AI) technology, on Tuesday unveiled results for a new test that determines system speeds when training algorithms used for chatbots like ChatGPT - and Nvidia came out on top."
637338,2023-06-27,Nvidia brings its AI computing platform to cloud data firm Snowflake,"Snowflake a cloud data analytics company, is partnering with computing company Nvidia to allow customers ranging from financial institutions to healthcare and retail to build AI models using their own data."
633844,2023-06-19,Inside China's underground market for high-end Nvidia AI chips,Psst! Where can a Chinese buyer purchase top-end Nvidia AI chips in the wake of U.S. sanctions?
633893,2023-06-19,Inside China's underground market for high-end Nvidia AI chips,Psst! Where can a Chinese buyer purchase top-end Nvidia AI chips in the wake of U.S. sanctions?
619559,2023-06-02,"Nvidia CEO Jensen Huang may visit Shanghai on June 6, Shanghai Securities News reports","Nvidia Corp Chief Executive Jensen Huang may visit Shanghai on June 6, the Shanghai Securities News reported on Friday."
614270,2023-06-02,Nvidia CEO Jensen Huang may visit Shanghai on June 6 - Shanghai Securities News ,"Nvidia Corp Chief Executive Jensen Huang may visit Shanghai on June 6, the Shanghai Securities News reported on Friday."
619237,2023-06-01,Nvidia CEO feels safe relying on Taiwan for chips,"Nvidia Corp, a major supplier of chips and computing systems for artificial intelligence (AI), feels ""perfectly safe"" about relying so much on chip powerhouse Taiwan for manufacturing, its chief executive Jensen Huang said on Thursday."
613947,2023-06-01,Nvidia CEO feels safe relying heavily on Taiwan manufacturing ,"Nvidia Corp, a major supplier of chips and computing systems for artificial intelligence, feels ""perfectly safe"" about relying heavily on Taiwan for manufacturing, its chief executive Jensen Huang said on Thursday."
618705,2023-05-30,Investors who showed Q1 bets on Nvidia may have got boost as it joined $1 trillion club,"Nvidia Corp's debut in the club of U.S. companies valued at $1 trillion on Tuesday may have given a boost to a number of portfolio managers who bought in to the stock, according to data revealed in first-quarter hedge fund filings, such as Australia listed boutique investment firm GQG Partners."
618662,2023-05-30,Nvidia CEO Jensen Huang: Leather-jacketed boss of trillion-dollar chip firm,"When the pandemic forced Nvidia Corp to hold a major product launch virtually, CEO Jensen Huang beamed video to promote the event from his kitchen, where he pulled the company's latest chip out of his oven."
618512,2023-05-30,Nvidia briefly joins $1 trillion valuation club,"The highest price target valued it at about $1.6 trillion, on par with Google-parent Alphabet."
618248,2023-05-29,"AI means everyone can now be a programmer, Nvidia chief says","Artificial intelligence means everyone can now be a computer programmer as all they need to do is speak to the computer, Nvidia Corp CEO Jensen Huang said on Monday, hailing the end of the ""digital divide""."
618251,2023-05-29,"Nvidia, MediaTek partner on connected car technology",Nvidia Corp and MediaTek Inc on Monday said they will collaborate on technology to power advanced vehicle infotainment systems that can stream video or games or interact with drivers using artificial intelligence.
617545,2023-05-25,Why are Nvidia's shares soaring and what is its role in the AI boom?,Nvidia Corp soared to a trillion-dollar market value on Tuesday as shares continued to surge after a bumper earnings report that forced Wall Street to reassess the potential windfall for the chipmaker from an artificial intelligence boom.
617377,2023-05-25,Chip giant Nvidia nears trillion-dollar status on AI bet,"Nvidia Corp surged 24% on Thursday in one of the largest one-day gains in value for a U.S. stock, after its stellar revenue forecast showed that Wall Street has yet to price in the game-changing potential of AI."
617150,2023-05-24,Nvidia shares soar nearly 30% as sales forecast jumps and AI booms,"Nvidia Corp on Wednesday forecast second-quarter revenue more than 50% above Wall Street estimates, and said it is boosting supply to meet surging demand for its artificial-intelligence chips, which are used to power ChatGPT and many similar services."
616306,2023-05-22,"Nvidia chips away at Intel, AMD turf in supercomputers",Nvidia Corp on Monday said it has worked with the U.K.'s University of Bristol to build a new supercomputer using a new Nvidia chip that would compete with Intel Corp and Advanced Micro Devices Inc .
609716,2023-05-03,China's AI industry barely slowed by US chip export rules,U.S. microchip export controls imposed last year to freeze China's development of supercomputers used to develop nuclear weapons and artificial-intelligence systems like ChatGPT are having only minimal effects on China's tech sector.
623068,2023-05-03,China's AI industry barely slowed by US chip export rules,U.S. microchip export controls imposed last year to freeze China's development of supercomputers used to develop nuclear weapons and artificial-intelligence systems like ChatGPT are having only minimal effects on China's tech sector.
607834,2023-04-25,Nvidia releases software tools to help chatbots watch their language,"Nvidia Corp, a major supplier of chips and computing systems for artificial intelligence, on Tuesday released a set of software tools aimed at helping chatbots watch their language."
606214,2023-04-18,Nvidia surges to year high after bearish HSBC analyst capitulates,"Nvidia's stock jumped to its highest in a year on Tuesday, extending a recent rebound after HSBC flipped its recommendation on the graphics chipmaker to ""buy"" from ""reduce,"" pointing to opportunities in artificial intelligence."
604783,2023-04-12,Nvidia enhances mid-range video gaming chip with AI technology,"Nvidia Corp said on Wednesday it is packing one of its mid-range chips for gamers with more artificial intelligence features to improve graphics, underscoring the importance of gaming for the company despite the segment's slowing revenue."
603560,2023-04-05,"Qualcomm, Nvidia spar for top spot in AI chip efficiency tests","Artificial intelligence chips from Qualcomm Inc beat Nvidia Corp in two out of three measures of power efficiency in a new set of test data published on Wednesday, while a Taiwanese startup bested both in one category."
601099,2023-03-28,Nvidia shows new research on using AI to improve chip designs,"Nvidia Corp, the world's leading designer of computer chips used in creating artificial intelligence, on Monday showed new research that explains how AI can be used to improve chip design."
599887,2023-03-22,"Nvidia sees 'quite large' portion of sales coming from generative AI, CEO says","Nvidia Corp Chief Executive Jensen Huang said Wednesday that generative artificial intelligence will grow from a ""single digit"" portion of the company's revenue in the past year to a ""quite large"" portion of its revenue in the coming year. (Reporting by Stephen Nellis in..."
599449,2023-03-21,Nvidia set to reveal new AI technologies at annual conference,Nvidia Corp Chief Executive Jensen Huang is expected on Tuesday to disclose new artificial intelligence chips and technologies at the company's annual conference for software developers.
